                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.4628,                 9.4083,                  2.415,                0.61745,                0.14373,                0.07236,                0.03036,                 2.2554,                   5.82,                 2.4332,                      0,             0.00017434,             0.00017434,             0.00017434
                      2,                 2.2357,                 5.4814,                 2.2795,                0.19934,                0.17225,                0.14344,                 0.0796,                 1.9628,                 5.9352,                 2.3769,                      0,             0.00033814,             0.00033814,             0.00033814
                      3,                 2.0405,                  4.178,                 2.2666,                0.46884,                0.20971,                0.17737,                0.09754,                 2.0229,                 5.8887,                 2.4469,             6.0454e-05,             0.00049036,             0.00049036,             0.00049036
                      4,                 2.0292,                 3.9892,                 2.2966,                0.26857,                0.25389,                0.23442,                 0.1342,                 1.9369,                 3.7029,                 2.3465,             0.00034451,             0.00047393,             0.00047393,             0.00047393
                      5,                 1.9644,                  3.584,                 2.2505,                0.29091,                0.25885,                 0.2513,                0.14665,                 1.9032,                 3.9457,                 2.2963,                      0,             0.00045657,             0.00045657,             0.00045657
                      6,                 2.0576,                 3.4263,                 2.1978,                0.29498,                0.26303,                0.25297,                0.14769,                 1.9818,                 3.8531,                  2.308,              2.346e-05,             0.00043921,             0.00043921,             0.00043921
                      7,                 1.9982,                  3.134,                 2.2086,                0.31597,                0.26658,                0.27221,                0.15737,                 1.9903,                 3.6631,                 2.2701,                      0,             0.00042185,             0.00042185,             0.00042185
                      8,                 1.9416,                 3.9005,                 2.2235,                0.31475,                 0.2698,                0.27442,                0.16216,                 2.0146,                 4.3113,                 2.2787,             2.6614e-05,             0.00040449,             0.00040449,             0.00040449
                      9,                 1.9227,                  2.891,                 2.1827,                0.56181,                0.26379,                0.39028,                0.21665,                 2.1804,                 6.0325,                 2.2981,                      0,             0.00038714,             0.00038714,             0.00038714
                     10,                 1.9678,                 2.8775,                 2.1701,                0.56398,                0.27917,                 0.2843,                0.16656,                 2.0111,                  4.707,                 2.2531,                      0,             0.00036978,             0.00036978,             0.00036978
                     11,                 1.9922,                 2.8247,                 2.1387,                 0.5644,                0.27558,                0.29813,                0.17611,                 2.1779,                 6.0194,                 2.2721,                      0,             0.00035242,             0.00035242,             0.00035242
                     12,                 2.0033,                 2.6566,                 2.1368,                 0.8351,                0.29126,                0.34136,                0.18999,                 2.1374,                 3.2582,                 2.2494,                      0,             0.00033506,             0.00033506,             0.00033506
                     13,                 2.0096,                 2.8281,                 2.1457,                0.83599,                0.28901,                0.31239,                0.18224,                 2.1031,                 3.7119,                 2.2123,                      0,              0.0003177,              0.0003177,              0.0003177
                     14,                 2.0951,                 2.7554,                 2.1358,                0.83684,                0.28922,                 0.3068,                0.17839,                 2.1594,                 3.7065,                 2.2326,                      0,             0.00030035,             0.00030035,             0.00030035
                     15,                 2.0718,                 2.5289,                 2.1041,                0.81425,                0.28955,                0.29457,                0.17367,                 2.2074,                 4.2548,                 2.2348,                      0,             0.00028299,             0.00028299,             0.00028299
                     16,                 2.0168,                 2.5046,                 2.1219,                0.67192,                0.29927,                 0.3138,                0.19294,                 2.2514,                 3.1319,                 2.2244,                      0,             0.00026563,             0.00026563,             0.00026563
                     17,                 2.0215,                 2.4396,                 2.1008,                0.60153,                0.30472,                0.31506,                0.18565,                 2.2489,                 3.4969,                 2.2235,               0.003524,             0.00024827,             0.00024827,             0.00024827
                     18,                 2.0606,                 2.5105,                 2.1316,                0.39049,                 0.3261,                0.30861,                0.18056,                 2.2966,                 3.2364,                 2.2264,                      0,             0.00023091,             0.00023091,             0.00023091
                     19,                  2.137,                 2.3827,                 2.1061,                0.64255,                0.29785,                0.31001,                0.18186,                 2.3941,                  3.372,                 2.2269,              0.0005456,             0.00021356,             0.00021356,             0.00021356
                     20,                 2.1081,                 2.4004,                 2.0883,                0.42308,                0.30298,                0.31167,                0.18338,                 2.3358,                 3.3678,                 2.2044,                      0,              0.0001962,              0.0001962,              0.0001962
                     21,                 2.4023,                 3.3105,                 2.1877,                0.63763,                0.30033,                0.31621,                0.19169,                 2.3832,                  3.122,                 2.1998,                      0,             0.00017884,             0.00017884,             0.00017884
                     22,                 2.4644,                 3.5644,                 2.1926,                0.78463,                0.29729,                0.31647,                0.19125,                 2.3635,                 4.4584,                 2.1736,                      0,             0.00016148,             0.00016148,             0.00016148
                     23,                  2.423,                 3.6433,                 2.1363,                0.40744,                0.30997,                0.31336,                0.18887,                 2.4055,                  3.307,                  2.193,                      0,             0.00014412,             0.00014412,             0.00014412
                     24,                 2.4441,                 3.4986,                 2.1698,                0.50639,                  0.335,                 0.3115,                0.18718,                 2.4009,                 3.7732,                 2.1965,                      0,             0.00012677,             0.00012677,             0.00012677
                     25,                  2.518,                 3.1309,                 2.1439,                0.82928,                0.30444,                0.32268,                0.18894,                 2.5215,                 3.4092,                 2.1974,                      0,             0.00010941,             0.00010941,             0.00010941
                     26,                 2.3825,                 3.3483,                 2.1399,                 0.4282,                0.32944,                0.32349,                0.19451,                 2.4709,                 3.0349,                 2.1873,             0.00011463,              9.205e-05,              9.205e-05,              9.205e-05
                     27,                  2.461,                 2.9925,                 2.1606,                0.64883,                0.30692,                0.32027,                0.19193,                 2.5048,                 3.3573,                 2.1877,                      0,             7.4692e-05,             7.4692e-05,             7.4692e-05
                     28,                 2.5196,                  3.291,                 2.1245,                0.65595,                0.30576,                 0.3218,                0.19232,                 2.5877,                 2.9678,                 2.1908,                      0,             5.7334e-05,             5.7334e-05,             5.7334e-05
