                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.3013,                 13.593,                 3.2466,                0.00585,                 0.0862,                0.02523,                0.01441,                  2.641,                 10.362,                 2.6717,             0.00017434,             0.00017434,             0.00017434
                      2,                 2.9347,                 8.7927,                 2.5364,                0.01289,                0.02349,                0.00945,                0.00336,                 2.3505,                 10.198,                  2.724,             0.00034275,             0.00034275,             0.00034275
                      3,                 2.8345,                 6.0247,                 2.5367,                0.82629,                0.04002,                 0.0487,                0.03522,                 2.5262,                 10.717,                 2.8727,             0.00050422,             0.00050422,             0.00050422
                      4,                 2.7037,                 5.0976,                 2.5299,                0.24112,                0.05307,                0.06172,                0.03924,                 2.3233,                 10.485,                 2.7412,             0.00049476,             0.00049476,             0.00049476
                      5,                 2.6811,                 4.6371,                 2.5442,                  0.185,                0.06339,                0.03144,                 0.0147,                 2.5545,                 10.435,                 2.8708,             0.00048434,             0.00048434,             0.00048434
                      6,                 2.7443,                 4.4584,                 2.5492,                0.14855,                0.08112,                0.04321,                 0.0211,                 2.4366,                 10.114,                  2.797,             0.00047393,             0.00047393,             0.00047393
                      7,                 2.7464,                 4.0324,                  2.505,                0.16369,                0.08747,                0.04878,                0.02338,                 2.5089,                 10.467,                 2.7966,             0.00046351,             0.00046351,             0.00046351
                      8,                 2.7198,                 3.8188,                 2.4937,                0.10845,                0.08992,                0.05042,                0.02355,                 2.5583,                 10.724,                 2.7909,              0.0004531,              0.0004531,              0.0004531
                      9,                 2.6926,                  3.602,                 2.4406,                0.17336,                0.08513,                0.04862,                0.02358,                  2.589,                 10.722,                  2.803,             0.00044268,             0.00044268,             0.00044268
                     10,                 2.6941,                 3.6288,                 2.4692,                0.23884,                 0.1007,                0.05799,                0.02994,                 2.5213,                 10.569,                 2.7873,             0.00043227,             0.00043227,             0.00043227
                     11,                 2.6296,                 3.4707,                  2.446,                0.16825,                0.09625,                0.05503,                0.02595,                 2.6914,                 10.831,                 2.7931,             0.00042185,             0.00042185,             0.00042185
                     12,                 2.7223,                 3.3684,                 2.4348,                0.23941,                0.10161,                0.06121,                0.03222,                 2.6087,                 10.882,                 2.7634,             0.00041144,             0.00041144,             0.00041144
                     13,                 2.7593,                 3.2733,                  2.419,                0.16857,                0.10057,                0.06017,                 0.0302,                 2.7873,                 11.089,                 2.8687,             0.00040102,             0.00040102,             0.00040102
                     14,                 2.7758,                 3.3046,                 2.4134,                0.09657,                0.10309,                0.06211,                0.03259,                 2.8477,                 11.041,                 2.9046,             0.00039061,             0.00039061,             0.00039061
                     15,                 2.8005,                 3.2117,                 2.3985,                0.16321,                0.10837,                0.06169,                0.03117,                 2.8564,                 11.096,                 2.8597,             0.00038019,             0.00038019,             0.00038019
                     16,                 2.7966,                 3.0165,                 2.3501,                0.16662,                0.10809,                0.06207,                0.03336,                 2.9082,                 11.068,                 2.8639,             0.00036978,             0.00036978,             0.00036978
                     17,                 2.7819,                 2.9895,                 2.3528,                0.16249,                0.11268,                0.06404,                0.03345,                  2.865,                 11.214,                 2.8075,             0.00035936,             0.00035936,             0.00035936
                     18,                 2.8365,                 2.9531,                 2.3995,                0.16879,                0.11602,                 0.0655,                0.03387,                 2.8391,                 11.466,                 2.7529,             0.00034895,             0.00034895,             0.00034895
                     19,                 2.8767,                 3.0941,                 2.3918,                0.17743,                0.11058,                 0.0662,                0.03432,                  2.956,                 11.362,                   2.85,             0.00033853,             0.00033853,             0.00033853
                     20,                 2.7816,                 2.9232,                 2.3356,                0.24721,                0.11136,                0.06763,                0.03652,                 3.0985,                 11.332,                 2.9185,             0.00032812,             0.00032812,             0.00032812
                     21,                 2.8746,                 2.8501,                 2.3429,                0.25259,                0.11383,                 0.0697,                0.03679,                 3.1747,                 11.453,                 2.9663,              0.0003177,              0.0003177,              0.0003177
                     22,                 2.9049,                 2.9836,                 2.3214,                0.17157,                0.11324,                0.06738,                0.03543,                 3.0199,                 11.311,                 2.8431,             0.00030729,             0.00030729,             0.00030729
                     23,                 2.9331,                 2.7837,                 2.3102,                0.24738,                0.11838,                0.07325,                0.03854,                 3.2132,                 11.126,                 2.8964,             0.00029687,             0.00029687,             0.00029687
                     24,                 3.0019,                 2.8815,                 2.3515,                0.17241,                0.11418,                0.06853,                0.03562,                 3.1761,                 11.343,                   2.87,             0.00028646,             0.00028646,             0.00028646
                     25,                 3.0102,                 2.6976,                 2.2888,                0.17932,                0.12046,                0.07448,                 0.0393,                 3.1888,                 11.405,                  2.878,             0.00027604,             0.00027604,             0.00027604
                     26,                 2.9795,                 2.7574,                 2.2783,                 0.1731,                0.12306,                0.07207,                 0.0376,                 3.3325,                 11.316,                 2.9133,             0.00026563,             0.00026563,             0.00026563
                     27,                 3.0311,                 2.6668,                 2.2926,                0.17948,                0.11888,                 0.0739,                0.03998,                 3.1364,                 11.378,                 2.7895,             0.00025522,             0.00025522,             0.00025522
                     28,                 2.9407,                 2.6275,                 2.2729,                 0.1807,                0.11956,                0.07359,                0.03978,                  3.275,                 11.429,                 2.8629,              0.0002448,              0.0002448,              0.0002448
                     29,                 3.1656,                 2.7196,                 2.2906,                0.17944,                0.12305,                0.07421,                0.03992,                 3.4334,                 11.475,                 2.9246,             0.00023439,             0.00023439,             0.00023439
                     30,                 3.0521,                 2.6159,                 2.3077,                0.17714,                0.12575,                0.07571,                0.04026,                 3.4693,                  11.51,                  2.927,             0.00022397,             0.00022397,             0.00022397
                     31,                 3.0439,                 2.6212,                 2.2299,                0.17325,                0.12436,                0.07406,                0.03836,                 3.3867,                 11.452,                 2.8417,             0.00021356,             0.00021356,             0.00021356
