                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.453,                 7.8767,                 2.2828,                0.77883,                0.16752,                0.13282,                0.05668,                 2.1192,                  4.825,                 2.0292,             0.00036862,             0.00036862,             0.00036862
                      2,                 2.0743,                 4.7481,                 2.2158,                0.75384,                0.17366,                0.11244,                0.06012,                 1.8642,                 4.1167,                  2.119,             0.00072432,             0.00072432,             0.00072432
                      3,                 1.9661,                  4.333,                 2.2656,                0.59457,                0.17508,                0.15713,                0.08786,                 1.8926,                 4.5253,                 2.1237,              0.0010654,              0.0010654,              0.0010654
                      4,                 1.9938,                 4.5744,                 2.2954,                0.84031,                0.19789,                0.19056,                0.11069,                 1.8665,                 3.5162,                  2.114,               0.001045,               0.001045,               0.001045
                      5,                 2.0046,                 3.5554,                 2.2816,                0.44148,                0.21167,                0.21026,                0.12025,                 1.8872,                 3.0098,                 2.1152,               0.001023,               0.001023,               0.001023
                      6,                 2.0751,                 3.4219,                 2.3086,                0.44731,                0.21268,                0.20844,                0.11543,                 2.0185,                 4.7177,                 2.1213,               0.001001,               0.001001,               0.001001
                      7,                 2.1082,                 3.7162,                 2.3239,                 0.4475,                0.21541,                 0.2075,                0.12188,                 1.9368,                 5.3448,                 2.1021,             0.00097901,             0.00097901,             0.00097901
                      8,                 2.0341,                 3.7151,                 2.2496,                 0.2611,                0.21834,                0.22585,                0.12664,                 2.0216,                  3.502,                 2.0812,             0.00095702,             0.00095702,             0.00095702
                      9,                 2.0488,                 3.0161,                 2.2769,                 0.2764,                0.22563,                0.23221,                0.13566,                 2.0654,                 2.8665,                 2.1056,             0.00093502,             0.00093502,             0.00093502
                     10,                 2.2035,                 3.3719,                 2.2229,                0.26681,                0.22559,                0.22962,                0.13012,                 2.1005,                 3.3994,                 2.0827,             0.00091302,             0.00091302,             0.00091302
                     11,                 2.2692,                  3.386,                 2.2628,                0.27504,                 0.2266,                0.23644,                0.13237,                 2.2292,                 3.2177,                 2.0951,             0.00089102,             0.00089102,             0.00089102
                     12,                 2.1458,                 2.7985,                 2.2275,                0.28213,                0.22036,                0.23253,                0.13402,                 2.2437,                 3.3693,                 2.1061,             0.00086902,             0.00086902,             0.00086902
                     13,                 2.1233,                 2.6965,                 2.2187,                0.27938,                0.23283,                0.24257,                0.14057,                 2.1591,                 3.5907,                 2.0516,             0.00084703,             0.00084703,             0.00084703
                     14,                 2.1882,                 2.7476,                  2.218,                0.29371,                0.23476,                0.24244,                0.13897,                 2.3655,                 2.7188,                 2.1017,             0.00082503,             0.00082503,             0.00082503
                     15,                 2.2447,                 2.7855,                 2.1934,                0.28039,                0.23102,                0.24307,                0.14435,                 2.3676,                 2.6174,                 2.1008,             0.00080303,             0.00080303,             0.00080303
                     16,                 2.2886,                 2.7527,                 2.2226,                0.29197,                0.22771,                0.24284,                0.13733,                 2.3109,                 4.2397,                  2.072,             0.00078103,             0.00078103,             0.00078103
                     17,                 2.2776,                 3.1374,                 2.1407,                0.28798,                0.23705,                0.24739,                0.14787,                 2.2789,                 2.7558,                 2.0239,             0.00075904,             0.00075904,             0.00075904
                     18,                 2.2705,                 2.4945,                 2.1797,                 0.2995,                0.23521,                0.25122,                0.14932,                 2.3363,                 2.5996,                 2.0388,             0.00073704,             0.00073704,             0.00073704
                     19,                 2.3345,                 2.5062,                 2.1538,                0.29314,                 0.2454,                0.25429,                0.15213,                 2.3168,                 2.6532,                 2.0282,             0.00071504,             0.00071504,             0.00071504
                     20,                 2.3054,                 2.4877,                 2.1556,                0.30028,                 0.2449,                0.25717,                0.15638,                 2.3563,                 2.9221,                 2.0259,             0.00069304,             0.00069304,             0.00069304
                     21,                 2.4231,                 2.4239,                 2.1504,                  0.302,                0.23712,                0.25411,                0.14814,                 2.5641,                 4.3461,                 2.0552,             0.00067104,             0.00067104,             0.00067104
