                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.7316,                 8.7371,                 4.0545,                0.08297,                0.06986,                0.05751,                0.02657,                 2.8926,                  6.334,                 3.4171,                 0.1426,             0.00017434,             0.00017434,             0.00017434
                      2,                 2.7168,                 6.5175,                 2.9604,                0.28772,                0.09005,                0.09496,                0.04847,                  2.491,                 5.1878,                 2.9914,                0.24986,             0.00033814,             0.00033814,             0.00033814
                      3,                 2.3664,                 5.3269,                 2.7367,                0.10795,                0.11626,                0.09413,                 0.0545,                 2.4123,                 5.5942,                 2.8783,                0.12008,             0.00049036,             0.00049036,             0.00049036
                      4,                 2.2827,                 4.9273,                 2.5875,                0.24019,                0.11591,                0.12141,                0.07027,                 2.3198,                 5.1972,                 2.7538,                 0.0901,             0.00047393,             0.00047393,             0.00047393
                      5,                  2.241,                 4.5954,                 2.5011,                0.44645,                0.11034,                0.11421,                0.06824,                 2.4006,                 5.5543,                 2.7485,                0.20072,             0.00045657,             0.00045657,             0.00045657
                      6,                 2.2093,                 4.2316,                 2.4656,                0.56886,                0.12069,                0.13287,                0.07177,                 2.4321,                 5.6639,                 2.7569,                0.12158,             0.00043921,             0.00043921,             0.00043921
                      7,                   2.12,                 4.2092,                 2.5026,                0.53733,                 0.1561,                0.16167,                0.09281,                 2.3959,                 4.6704,                 2.7369,                0.24394,             0.00042185,             0.00042185,             0.00042185
                      8,                 2.0925,                 3.8443,                 2.3872,                0.47141,                0.15871,                0.15719,                0.09572,                 2.4295,                 5.1639,                 2.6544,                0.17114,             0.00040449,             0.00040449,             0.00040449
                      9,                 2.1554,                 3.7255,                 2.3912,                0.51452,                0.18323,                0.17798,                0.09886,                 2.4759,                 4.9376,                 2.6948,                 0.1186,             0.00038714,             0.00038714,             0.00038714
                     10,                 2.1285,                 3.5111,                 2.3203,                0.40779,                0.19739,                0.15875,                0.09153,                 2.6032,                 6.1225,                 2.7096,                0.16668,             0.00036978,             0.00036978,             0.00036978
                     11,                 2.1053,                 3.6161,                 2.3636,                0.46242,                0.19179,                0.18881,                0.10873,                 2.4577,                 5.7336,                 2.6299,                 0.1206,             0.00035242,             0.00035242,             0.00035242
                     12,                 2.1416,                 3.3748,                 2.2889,                0.47265,                0.18178,                0.17788,                0.10489,                 2.6465,                 5.6376,                 2.6402,                0.16581,             0.00033506,             0.00033506,             0.00033506
                     13,                 2.1076,                 3.2929,                 2.2856,                0.49761,                0.20802,                0.19355,                0.11078,                  2.604,                 5.2888,                 2.5982,               0.050182,              0.0003177,              0.0003177,              0.0003177
                     14,                 2.1111,                 3.2386,                 2.2967,                0.47353,                0.20138,                0.19339,                0.11668,                 2.7408,                 5.6221,                 2.6387,               0.088222,             0.00030035,             0.00030035,             0.00030035
                     15,                 2.0877,                 3.0861,                 2.2698,                0.34564,                0.17669,                0.17481,                0.09921,                 2.9636,                 6.9875,                 2.7879,                0.16368,             0.00028299,             0.00028299,             0.00028299
                     16,                 2.1728,                 3.0263,                 2.2488,                0.37555,                0.20585,                 0.2003,                0.12083,                 2.7976,                 5.9864,                 2.6511,               0.087419,             0.00026563,             0.00026563,             0.00026563
                     17,                 2.0739,                 2.9788,                 2.2624,                0.33838,                 0.2134,                0.20112,                0.12139,                 2.9443,                 6.3418,                 2.6606,                 0.1399,             0.00024827,             0.00024827,             0.00024827
