                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1258,                 23.936,                 2.6071,                0.07103,                0.08431,                0.06675,                0.04687,                 2.6644,                 8.3296,                 2.1357,             0.00041461,             0.00041461,             0.00041461
                      2,                 2.8099,                 16.186,                 2.1692,                 0.0828,                0.33982,                0.19453,                0.11013,                  2.705,                 8.2181,                 2.2151,             0.00081482,             0.00081482,             0.00081482
                      3,                 2.6235,                 11.585,                 2.1415,                0.13374,                0.32395,                0.21762,                 0.1243,                 2.6979,                 8.0556,                 2.2151,              0.0011985,              0.0011985,              0.0011985
                      4,                 2.6046,                 9.5879,                 2.1943,                0.10706,                 0.3312,                0.22173,                 0.1245,                 2.9986,                 7.9589,                  2.301,              0.0011757,              0.0011757,              0.0011757
                      5,                 2.8175,                 8.1974,                 2.4391,                0.19111,                0.27302,                0.22888,                0.11353,                 3.0261,                 8.1713,                 2.3927,               0.001151,               0.001151,               0.001151
                      6,                 2.4934,                 8.1712,                 2.2764,                0.39702,                0.13525,                0.29175,                0.14969,                 3.0532,                 8.3872,                 2.3621,              0.0011263,              0.0011263,              0.0011263
                      7,                 2.6219,                 6.9949,                 2.2494,                0.65137,                 0.1443,                0.28726,                 0.1552,                 3.1263,                 7.5567,                 2.3621,              0.0011015,              0.0011015,              0.0011015
                      8,                 2.6059,                 6.7131,                 2.2705,                 0.9232,                0.15281,                0.31042,                0.16986,                 3.2814,                 7.6882,                 2.3897,              0.0010768,              0.0010768,              0.0010768
                      9,                 2.6843,                 6.2472,                 2.2052,                0.68457,                0.15276,                0.29452,                 0.1571,                 3.1844,                 8.1756,                 2.3495,               0.001052,               0.001052,               0.001052
                     10,                 2.7804,                 6.2012,                 2.0949,                0.93287,                0.14593,                0.26724,                 0.1392,                 3.3073,                 7.8044,                 2.3432,              0.0010273,              0.0010273,              0.0010273
                     11,                 2.7895,                 6.2245,                 2.1418,                 0.6929,                0.15222,                0.31451,                0.17071,                 3.2787,                 8.0446,                 2.3846,              0.0010025,              0.0010025,              0.0010025
