                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.7648,                 8.9873,                 4.0534,                0.17836,                0.07638,                0.05881,                0.02735,                 2.9641,                 5.3363,                 3.2914,             1.7448e-05,             0.00017434,             0.00017434,             0.00017434
                      2,                 2.6488,                 6.3907,                 2.8813,                0.30287,                0.09213,                0.08609,                0.04493,                 2.3577,                 4.7736,                 2.8718,              0.0094021,             0.00033814,             0.00033814,             0.00033814
                      3,                 2.3191,                 5.4384,                 2.6827,                0.28719,                0.10839,                0.06905,                0.03859,                  2.337,                  5.397,                 2.7576,             0.00011829,             0.00049036,             0.00049036,             0.00049036
                      4,                 2.2154,                 4.9936,                 2.5437,                0.42903,                0.10858,                0.09847,                0.05535,                 2.3122,                 4.8576,                  2.729,             0.00012406,             0.00047393,             0.00047393,             0.00047393
                      5,                 2.2339,                 4.6767,                 2.4802,                0.42699,                0.09703,                 0.0802,                0.04614,                 2.3585,                 5.7537,                 2.6967,                      0,             0.00045657,             0.00045657,             0.00045657
                      6,                 2.1886,                 4.2101,                 2.4393,                0.52635,                0.10808,                0.07658,                0.04168,                 2.4431,                 5.7932,                 2.7148,                      0,             0.00043921,             0.00043921,             0.00043921
                      7,                 2.1184,                 4.2975,                 2.4753,                0.52384,                0.11377,                0.11671,                0.06448,                 2.3811,                 5.2586,                 2.6284,                      0,             0.00042185,             0.00042185,             0.00042185
                      8,                 2.0992,                 3.9641,                 2.3628,                0.61911,                0.12945,                 0.1008,                0.06056,                 2.4464,                 5.8454,                 2.6278,                      0,             0.00040449,             0.00040449,             0.00040449
                      9,                 2.1153,                  3.748,                 2.3469,                0.69188,                0.13301,                0.10524,                0.05752,                 2.6792,                  6.266,                 2.6911,                      0,             0.00038714,             0.00038714,             0.00038714
                     10,                 2.0926,                  3.554,                 2.2802,                0.57604,                0.16955,                0.13913,                0.08138,                 2.5066,                 5.3475,                 2.6284,             3.4032e-05,             0.00036978,             0.00036978,             0.00036978
                     11,                 2.0958,                 3.6185,                 2.3242,                0.48039,                0.16093,                0.12574,                0.06951,                 2.4973,                 5.6461,                 2.6012,             0.00014061,             0.00035242,             0.00035242,             0.00035242
                     12,                 2.1195,                 3.3285,                 2.2525,                0.48479,                0.13623,                 0.1014,                0.05953,                 2.7787,                 6.3713,                 2.6428,             2.7774e-05,             0.00033506,             0.00033506,             0.00033506
                     13,                 2.0764,                 3.2781,                 2.2479,                 0.4856,                0.17165,                0.13729,                 0.0797,                 2.5185,                 4.7967,                 2.5239,             7.7525e-05,              0.0003177,              0.0003177,              0.0003177
