                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 2.5816,                 6.2385,                  2.319,                0.18376,                0.47109,                0.36061,                0.20215,                  2.288,                 6.5133,                 2.3194,                 1.8396,              0.0010025,              0.0010025,              0.0010025
                     12,                 2.5966,                 5.8464,                 2.2333,                0.20509,                0.46885,                0.34709,                0.18169,                  2.365,                 6.5193,                  2.335,                0.77565,             0.00097775,             0.00097775,             0.00097775
                     13,                  2.541,                 5.2112,                 2.2923,                0.14552,                0.45987,                0.36727,                0.19473,                 2.3864,                  6.162,                 2.3641,                 2.1734,               0.000953,               0.000953,               0.000953
                     14,                 2.5571,                 5.5971,                 2.3556,                0.18762,                0.45957,                0.37041,                0.20357,                 2.3803,                 6.3204,                 2.3218,                 1.0464,             0.00092825,             0.00092825,             0.00092825
                     15,                 2.5315,                 5.4657,                 2.1888,                0.15824,                0.47265,                0.36394,                0.19902,                 2.2633,                 5.7914,                 2.2836,                0.93817,              0.0009035,              0.0009035,              0.0009035
                     16,                 2.7492,                 5.4665,                 2.3137,                0.11777,                 0.4345,                0.30331,                0.15429,                 2.5469,                 5.8269,                 2.3709,                0.97874,             0.00087875,             0.00087875,             0.00087875
                     17,                 2.7075,                 5.4555,                 2.3513,                0.21455,                0.45851,                0.34383,                0.19136,                 2.4531,                 6.3858,                 2.3479,                 0.7253,               0.000854,               0.000854,               0.000854
                     18,                 2.5618,                 5.2026,                 2.2328,                0.13241,                0.48346,                 0.3159,                0.17433,                  2.534,                 6.2955,                 2.3361,                 1.1664,             0.00082925,             0.00082925,             0.00082925
                     19,                 2.8297,                 4.7698,                 2.3085,                0.24196,                0.50618,                0.41287,                0.22803,                 2.6012,                 5.7525,                 2.3381,                0.73769,              0.0008045,              0.0008045,              0.0008045
                     20,                  2.564,                 4.8935,                 2.1729,                0.18828,                0.51067,                0.38909,                0.19961,                  2.643,                 6.1533,                 2.3681,                0.85402,             0.00077975,             0.00077975,             0.00077975
                     21,                 3.0349,                 5.0467,                 2.2055,                0.13207,                0.49768,                0.31807,                0.17073,                 2.5439,                 5.8864,                  2.314,                0.73743,               0.000755,               0.000755,               0.000755
                     22,                 2.6318,                 4.3592,                 2.2605,                0.69791,                0.27794,                0.34065,                0.18012,                  2.785,                 6.6322,                 2.3776,                0.56454,             0.00073025,             0.00073025,             0.00073025
                     23,                 2.9995,                 4.7594,                 2.2815,                0.20857,                0.48037,                0.38324,                0.22124,                 2.5461,                 6.4497,                 2.2946,                0.87953,              0.0007055,              0.0007055,              0.0007055
                     24,                 3.0275,                 4.7684,                 2.3116,                0.19167,                0.52219,                 0.4142,                0.24128,                 2.5412,                 6.3395,                 2.2736,                0.94074,             0.00068075,             0.00068075,             0.00068075
                     25,                 2.8327,                 4.9265,                  2.286,                0.17966,                0.53297,                 0.3942,                0.21005,                 2.6934,                  5.644,                 2.3096,                0.93082,               0.000656,               0.000656,               0.000656
                     26,                 2.9687,                 4.9871,                 2.2879,                0.21207,                0.51885,                0.41079,                0.23284,                 2.6119,                 5.7806,                 2.2718,                0.76101,             0.00063125,             0.00063125,             0.00063125
                     27,                 2.8323,                 4.7604,                   2.17,                0.19027,                 0.5477,                0.41546,                0.23374,                 2.6064,                 5.4846,                  2.264,                0.64005,              0.0006065,              0.0006065,              0.0006065
                     28,                 2.7749,                 4.4899,                 2.2005,                0.24435,                0.43424,                0.36093,                 0.2067,                 2.7262,                 6.9017,                 2.2807,                0.50832,             0.00058175,             0.00058175,             0.00058175
                     29,                 2.8178,                 4.2951,                 2.1787,                0.15862,                0.51867,                0.38722,                0.21995,                 2.7779,                 5.6489,                 2.2835,                 0.6217,               0.000557,               0.000557,               0.000557
                     30,                 2.9321,                 4.4803,                 2.2574,                 0.1912,                 0.4785,                0.35991,                0.19801,                 2.8733,                 6.0095,                 2.3159,                0.63886,             0.00053225,             0.00053225,             0.00053225
                     31,                 2.8839,                 4.3238,                 2.1823,                0.18445,                0.53071,                0.39299,                0.21499,                 2.7795,                 5.6066,                 2.2742,                 2.0564,              0.0005075,              0.0005075,              0.0005075
                     32,                 2.7131,                 4.1603,                 2.1543,                0.18426,                0.54085,                0.39561,                 0.2205,                  2.828,                 5.6648,                 2.2681,                0.64204,             0.00048275,             0.00048275,             0.00048275
                     33,                 2.7748,                 4.2934,                 2.0893,                0.18622,                0.52397,                0.39434,                0.21887,                 2.9878,                 5.7791,                 2.3013,                0.82227,               0.000458,               0.000458,               0.000458
                     34,                 3.3141,                 4.6237,                 2.1841,                0.22392,                 0.4953,                0.38963,                0.22635,                 2.8272,                 6.4518,                 2.2767,                 1.2335,             0.00043325,             0.00043325,             0.00043325
                     35,                 2.8235,                  4.011,                 2.2868,                0.17058,                 0.5334,                0.36438,                0.19951,                 2.9641,                 5.3732,                 2.2891,                0.63184,              0.0004085,              0.0004085,              0.0004085
                     36,                 2.9303,                 4.2259,                 2.1365,                0.18674,                0.51852,                0.39215,                0.21767,                 3.0906,                  5.766,                 2.3108,                0.59766,             0.00038375,             0.00038375,             0.00038375
                     37,                 2.9933,                 4.1616,                 2.1065,                0.16482,                0.54168,                0.36186,                0.20276,                 2.9238,                 5.4291,                  2.276,                0.67232,               0.000359,               0.000359,               0.000359
                     38,                 3.0341,                 3.9599,                 2.1096,                0.21425,                0.50795,                0.39589,                0.22977,                 2.9459,                  6.046,                 2.2586,                0.59984,             0.00033425,             0.00033425,             0.00033425
                     39,                 3.0623,                 4.0949,                 2.1535,                0.19473,                 0.5225,                0.38117,                0.21792,                 2.9744,                 5.3383,                 2.2597,                 2.2892,              0.0003095,              0.0003095,              0.0003095
                     40,                 3.2149,                 4.1208,                 2.2066,                0.33195,                0.35069,                 0.3358,                0.18385,                 3.1321,                 5.2847,                 2.2885,                 1.0007,             0.00028475,             0.00028475,             0.00028475
                     41,                 2.3022,                 3.6746,                 1.6705,                0.28764,                0.42356,                0.37145,                  0.226,                 3.0463,                 6.9277,                 2.2879,                  1.984,                0.00026,                0.00026,                0.00026
                     42,                  2.332,                 3.5675,                 1.7177,                  0.236,                0.49666,                0.37688,                 0.2162,                 3.1347,                 6.1355,                 2.2954,                0.88998,             0.00023525,             0.00023525,             0.00023525
                     43,                 2.2159,                 3.2667,                 1.6984,                0.20892,                0.47832,                0.35012,                0.19801,                 3.1441,                 6.2947,                 2.2965,                0.25096,              0.0002105,              0.0002105,              0.0002105
                     44,                 2.2712,                 3.2205,                 1.6865,                0.22784,                0.47543,                0.36424,                0.20664,                 3.1357,                 6.5882,                 2.2858,                0.76586,             0.00018575,             0.00018575,             0.00018575
                     45,                 2.4217,                 3.4001,                 1.6522,                0.18578,                 0.4909,                0.34345,                0.19272,                 3.1459,                 6.1378,                 2.2834,                 1.8733,               0.000161,               0.000161,               0.000161
                     46,                 2.2678,                 3.0494,                 1.5082,                0.21673,                0.48311,                0.36657,                0.21114,                 3.0927,                 6.5366,                 2.2715,                0.18759,             0.00013625,             0.00013625,             0.00013625
                     47,                 2.2045,                 3.0087,                 1.5619,                0.20068,                0.50148,                0.38012,                0.21473,                 3.1713,                 6.2452,                 2.2829,                0.47476,              0.0001115,              0.0001115,              0.0001115
                     48,                 2.2039,                 3.1571,                 1.5818,                0.21313,                0.50248,                0.38472,                0.22065,                 3.1081,                 6.1368,                 2.2651,                0.44094,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                 2.2662,                 3.1259,                 1.5833,                0.18283,                 0.5071,                0.36391,                 0.2063,                 3.1483,                 6.0489,                 2.2723,                  1.151,                6.2e-05,                6.2e-05,                6.2e-05
                     50,                 2.2908,                 3.0484,                 1.6451,                0.20276,                0.49678,                0.36381,                0.20775,                 3.1344,                 6.1956,                 2.2595,                0.18868,              3.725e-05,              3.725e-05,              3.725e-05
