                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.5552,                 13.236,                 2.2248,                0.10744,                0.26774,                0.16957,                0.09581,                 1.9245,                 6.9789,                 2.2038,                0.66091,             0.00036862,             0.00036862,             0.00036862
                      2,                 2.5376,                 7.8384,                 2.2571,                0.62814,                0.17379,                0.23184,                0.10584,                 2.3617,                 5.5681,                 2.3042,                 1.1216,             0.00072432,             0.00072432,             0.00072432
                      3,                 2.5903,                 8.0923,                 2.2382,                0.65383,                0.18872,                0.30834,                0.14891,                 2.0299,                 5.6853,                 2.2512,                0.50249,              0.0010654,              0.0010654,              0.0010654
                      4,                 2.6653,                 7.7956,                 2.2284,                0.15587,                0.46301,                0.29995,                0.14238,                 2.1881,                  4.895,                 2.3056,                0.63375,               0.001045,               0.001045,               0.001045
                      5,                 2.5979,                 7.5744,                 2.1968,                0.15945,                0.42624,                  0.266,                0.12471,                 2.3456,                 5.7897,                 2.3323,                 1.3722,               0.001023,               0.001023,               0.001023
                      6,                 2.7523,                 6.4151,                 2.2517,                0.17928,                0.47677,                0.30988,                0.14931,                 2.2907,                 5.4439,                 2.3085,                 1.9385,               0.001001,               0.001001,               0.001001
                      7,                 2.6768,                 5.8307,                 2.2276,                0.17556,                0.48212,                0.33223,                0.16793,                 2.2227,                 5.0373,                 2.2871,                0.87347,             0.00097901,             0.00097901,             0.00097901
                      8,                 2.6429,                 5.9185,                 2.2195,                0.19172,                0.47516,                0.34434,                0.17035,                    2.4,                 4.9061,                 2.3097,                 0.5359,             0.00095702,             0.00095702,             0.00095702
                      9,                  2.797,                 5.0504,                 2.2107,                0.52315,                0.30199,                0.38142,                0.19679,                 2.3788,                 4.2394,                 2.3008,                 1.1763,             0.00093502,             0.00093502,             0.00093502
                     10,                 3.0216,                 7.4317,                 2.2484,                0.21394,                0.50137,                 0.3936,                0.20715,                 2.2654,                 4.8511,                 2.2614,                0.63228,             0.00091302,             0.00091302,             0.00091302
                     11,                  2.951,                 5.5918,                 2.1891,                0.52447,                0.31879,                0.39857,                 0.2071,                 2.4059,                 4.2052,                  2.298,                0.59782,             0.00089102,             0.00089102,             0.00089102
                     12,                 2.9495,                  4.818,                 2.2263,                0.17942,                0.45245,                0.36166,                0.18792,                 2.4707,                 4.7187,                  2.289,                0.68547,             0.00086902,             0.00086902,             0.00086902
                     13,                 2.8344,                 6.6291,                 2.1868,                0.18251,                0.47451,                0.35193,                0.17441,                 2.6111,                 4.8962,                 2.3139,                 1.0963,             0.00084703,             0.00084703,             0.00084703
                     14,                 2.8918,                 5.1566,                 2.2412,                0.18706,                0.48872,                0.38281,                0.19816,                 2.5765,                 4.4789,                 2.3008,                0.51759,             0.00082503,             0.00082503,             0.00082503
                     15,                   2.78,                 5.3142,                 2.1641,                 0.5761,                0.31426,                0.35518,                0.17493,                 2.6418,                 4.2825,                 2.2813,                 1.2508,             0.00080303,             0.00080303,             0.00080303
                     16,                 2.9332,                 5.3074,                 2.1351,                0.56451,                0.36528,                 0.3703,                0.18702,                 2.5122,                 4.4231,                 2.2544,                0.61856,             0.00078103,             0.00078103,             0.00078103
                     17,                 3.1223,                 4.9417,                 2.2046,                0.35795,                0.45097,                 0.3921,                0.19946,                 2.6066,                  4.656,                 2.2832,                0.32614,             0.00075904,             0.00075904,             0.00075904
                     18,                 3.0312,                 4.4878,                 2.2188,                0.49458,                 0.3211,                0.35818,                0.17578,                 2.7862,                 4.3152,                 2.2878,                 0.8364,             0.00073704,             0.00073704,             0.00073704
                     19,                 3.2095,                 5.2997,                 2.1908,                0.24714,                0.47404,                0.37745,                0.19338,                 2.7893,                 5.2867,                 2.2852,                0.61815,             0.00071504,             0.00071504,             0.00071504
                     20,                 3.0709,                 5.1969,                 2.1065,                 0.3544,                0.41449,                0.37754,                0.19576,                 2.7823,                 4.6217,                 2.2792,                0.39454,             0.00069304,             0.00069304,             0.00069304
                     21,                 3.2382,                 4.7764,                  2.168,                0.57266,                0.31617,                0.39683,                0.20574,                 2.7633,                 4.3364,                 2.2544,                0.34316,             0.00067104,             0.00067104,             0.00067104
                     22,                 3.1395,                 4.2516,                 2.2065,                0.72039,                0.29684,                0.39572,                0.20839,                 2.9329,                 4.4069,                 2.3022,                0.40641,             0.00064905,             0.00064905,             0.00064905
                     23,                 3.1625,                 4.1009,                 2.1538,                0.44709,                0.38995,                0.39048,                 0.2068,                 2.8276,                 4.4099,                 2.2719,                0.47886,             0.00062705,             0.00062705,             0.00062705
