                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 3.2094,                 4.8355,                 2.1427,                0.23961,                0.50174,                0.38161,                0.20758,                 2.8581,                 4.8579,                 2.2746,                0.92953,             0.00060505,             0.00060505,             0.00060505
                     25,                 3.3364,                 4.4345,                 2.1414,                0.25612,                0.44279,                0.35402,                0.18427,                 2.9031,                 5.7338,                 2.2765,                0.54112,             0.00058305,             0.00058305,             0.00058305
                     26,                 3.3196,                 5.2608,                 2.1589,                0.57314,                0.31115,                 0.3843,                0.20388,                 2.9743,                 4.4479,                  2.267,                0.28378,             0.00056105,             0.00056105,             0.00056105
                     27,                 3.3132,                 4.6855,                 2.1547,                0.20809,                0.51989,                0.39586,                0.19868,                 3.0896,                  4.555,                 2.2639,                0.32223,             0.00053906,             0.00053906,             0.00053906
                     28,                 3.4007,                 4.5785,                 2.1412,                 0.2233,                0.50745,                0.38265,                0.19257,                 3.1237,                 4.9359,                 2.2915,                0.31539,             0.00051706,             0.00051706,             0.00051706
                     29,                  3.329,                 4.3804,                 2.1588,                0.66571,                 0.3407,                0.40984,                0.21277,                 3.1888,                 4.1972,                 2.2831,                0.20714,             0.00049506,             0.00049506,             0.00049506
                     30,                 3.2445,                 3.9718,                 2.1002,                0.69953,                0.34583,                 0.4231,                0.22108,                 3.1158,                 4.3747,                 2.2867,                0.46985,             0.00047306,             0.00047306,             0.00047306
                     31,                 3.4107,                 3.8554,                 2.1238,                0.56801,                0.35934,                0.40296,                0.20362,                  3.133,                 3.9873,                 2.2677,                0.63638,             0.00045107,             0.00045107,             0.00045107
                     32,                  3.338,                 3.8479,                 2.1332,                0.49497,                0.39358,                0.41732,                0.21413,                 3.1704,                 4.2611,                 2.2702,                0.21826,             0.00042907,             0.00042907,             0.00042907
                     33,                 3.4915,                 3.8638,                 2.1175,                0.62229,                0.33019,                0.38471,                 0.1963,                 3.2946,                 4.3999,                 2.2726,                 1.4116,             0.00040707,             0.00040707,             0.00040707
                     34,                 3.5561,                 4.5019,                 2.1216,                0.55482,                0.30447,                0.36666,                  0.194,                 3.2407,                 4.6598,                 2.2698,                0.93032,             0.00038507,             0.00038507,             0.00038507
                     35,                 3.3682,                 4.9583,                 2.1245,                0.61037,                0.31616,                0.39579,                0.21362,                 3.0703,                 4.1047,                 2.2343,                 0.8519,             0.00036307,             0.00036307,             0.00036307
                     36,                 3.3194,                 4.4248,                 2.1036,                0.70273,                0.34301,                0.43025,                0.22625,                 3.1473,                 4.5061,                 2.2359,                0.32153,             0.00034108,             0.00034108,             0.00034108
                     37,                 3.4739,                  4.599,                 2.0898,                0.67221,                0.31935,                0.38803,                0.20489,                 3.1876,                 4.4712,                 2.2405,                0.32238,             0.00031908,             0.00031908,             0.00031908
                     38,                 3.5115,                 3.5562,                 2.0988,                0.54212,                0.35164,                0.39999,                0.21285,                 3.2112,                 4.1424,                 2.2272,                0.42273,             0.00029708,             0.00029708,             0.00029708
                     39,                 3.4553,                 4.0795,                 2.1197,                0.25891,                0.50107,                0.39097,                0.21237,                 3.2275,                 5.0155,                 2.2504,                 2.2938,             0.00027508,             0.00027508,             0.00027508
                     40,                 3.5461,                 4.0486,                 2.1138,                 0.5474,                0.34241,                0.38813,                0.20615,                 3.2877,                 4.2682,                 2.2402,                 0.3635,             0.00025309,             0.00025309,             0.00025309
                     41,                 3.3354,                 5.8369,                 1.9201,                0.30954,                0.41612,                0.36961,                0.20068,                 3.4096,                 6.3595,                 2.2776,                  1.381,             0.00023109,             0.00023109,             0.00023109
                     42,                 3.3859,                 4.9743,                 2.0709,                 0.2342,                0.49098,                 0.3855,                0.20639,                 3.3422,                 5.1345,                 2.2428,                0.33763,             0.00020909,             0.00020909,             0.00020909
                     43,                  3.236,                 4.8674,                 1.9264,                0.30277,                0.42706,                 0.3895,                0.21492,                 3.2702,                  6.007,                 2.2289,                 1.2498,             0.00018709,             0.00018709,             0.00018709
                     44,                 3.2829,                 4.6314,                 1.9642,                0.28533,                0.44862,                0.37819,                0.20765,                  3.283,                 5.8539,                 2.2296,                0.94775,             0.00016509,             0.00016509,             0.00016509
                     45,                 3.5608,                 4.6407,                 2.0374,                0.24153,                0.47847,                 0.3693,                0.19611,                 3.3947,                 5.4573,                 2.2486,                0.82474,              0.0001431,              0.0001431,              0.0001431
                     46,                 3.2244,                 4.5055,                 1.9513,                0.31426,                0.45063,                 0.3894,                 0.2185,                 3.3155,                 5.9259,                 2.2333,                0.18815,              0.0001211,              0.0001211,              0.0001211
                     47,                 3.4784,                 4.6944,                 2.0261,                0.29412,                0.44814,                0.37823,                0.20938,                 3.3767,                  5.906,                 2.2422,                0.32232,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     48,                 3.5509,                 4.6253,                 2.0377,                0.26308,                0.47502,                0.37804,                0.20784,                 3.3821,                 5.5846,                 2.2479,                0.46001,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     49,                 3.2786,                  4.471,                   1.94,                0.26288,                0.46442,                 0.3694,                0.20216,                 3.4226,                 5.6599,                 2.2554,                0.56226,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     50,                 3.3738,                 4.2168,                 2.0027,                0.26499,                0.46758,                0.37048,                0.20527,                 3.3954,                 5.5216,                 2.2409,                0.57595,             3.3108e-05,             3.3108e-05,             3.3108e-05
