                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.146,                 23.938,                 2.6042,                0.07599,                0.08514,                0.07234,                0.05252,                 2.5865,                 8.3084,                 2.1024,                 2.1839,             0.00041461,             0.00041461,             0.00041461
                      2,                 2.7597,                 16.012,                 2.1314,                0.08635,                0.33168,                0.20031,                0.12039,                 2.5638,                 8.2566,                  2.151,                 1.0666,             0.00081482,             0.00081482,             0.00081482
                      3,                 2.5174,                 11.531,                 2.1282,                0.08575,                0.31674,                0.16362,                0.08462,                 2.7281,                 8.0487,                 2.2241,                 1.1622,              0.0011985,              0.0011985,              0.0011985
                      4,                 2.6242,                 9.5658,                 2.2519,                0.08108,                0.32567,                0.16264,                0.08604,                 2.7078,                 8.1205,                 2.2055,                  1.124,              0.0011757,              0.0011757,              0.0011757
                      5,                 2.8441,                 8.3583,                 2.4204,                0.65066,                0.10861,                0.26144,                0.13807,                 2.8945,                 7.6563,                 2.2818,                0.92766,               0.001151,               0.001151,               0.001151
                      6,                  2.464,                 8.1492,                  2.238,                0.41084,                0.13043,                0.29647,                0.15488,                 2.8677,                 8.5989,                 2.2156,                 1.7002,              0.0011263,              0.0011263,              0.0011263
                      7,                 2.5684,                 6.9152,                 2.2002,                0.89054,                0.15018,                0.28927,                0.15556,                 2.8203,                  7.549,                 2.2236,                  1.488,              0.0011015,              0.0011015,              0.0011015
                      8,                 2.5522,                 6.7368,                 2.2697,                0.92421,                  0.149,                0.29918,                0.16077,                 2.8995,                 7.5658,                 2.2404,                0.53891,              0.0010768,              0.0010768,              0.0010768
                      9,                 2.6581,                 6.2684,                 2.2104,                0.91989,                0.13993,                0.28345,                0.14525,                 2.9394,                 7.9394,                 2.2248,                 1.8585,               0.001052,               0.001052,               0.001052
                     10,                 2.7383,                  6.252,                 2.0864,                0.20361,                 0.2829,                0.26807,                0.14481,                 3.1156,                 8.2084,                 2.2532,                  2.534,              0.0010273,              0.0010273,              0.0010273
                     11,                 2.7885,                 6.2043,                 2.1293,                0.92837,                0.14666,                0.31461,                0.17297,                 3.0144,                 7.7298,                 2.2488,                0.98041,              0.0010025,              0.0010025,              0.0010025
                     12,                 2.9413,                 5.9752,                 2.2292,                 0.9326,                0.15105,                0.26896,                0.14643,                 3.0489,                 7.9146,                 2.2346,                  0.755,             0.00097775,             0.00097775,             0.00097775
                     13,                 2.9298,                 6.0543,                 2.1858,                 0.1727,                0.34156,                0.30494,                0.17339,                 3.2448,                 7.5129,                 2.2361,                 1.2491,               0.000953,               0.000953,               0.000953
                     14,                 2.6895,                 5.3193,                 2.2991,                0.92942,                0.14511,                0.30233,                0.16883,                 3.2335,                 8.2245,                 2.2538,                 0.8619,             0.00092825,             0.00092825,             0.00092825
                     15,                 2.6403,                 5.5476,                 2.1482,                0.93493,                0.16569,                0.30405,                0.17527,                 3.2157,                  7.913,                 2.2149,                 2.3142,              0.0009035,              0.0009035,              0.0009035
                     16,                 2.7832,                 5.1369,                 2.0902,                0.93734,                0.14637,                 0.2965,                0.16433,                 3.1791,                 7.4363,                 2.2066,                 1.3984,             0.00087875,             0.00087875,             0.00087875
                     17,                 2.8243,                 5.3975,                  2.021,                0.19158,                 0.3501,                0.33445,                0.18554,                 3.3182,                 7.8162,                  2.242,                 2.0471,               0.000854,               0.000854,               0.000854
                     18,                 3.0551,                 5.0747,                  2.303,                 0.9446,                0.16042,                0.32501,                0.18821,                 3.2334,                 7.7426,                 2.2003,                 18.775,             0.00082925,             0.00082925,             0.00082925
                     19,                 2.7351,                 5.2951,                 2.0538,                0.94995,                0.16803,                0.34172,                 0.2032,                 3.3018,                  7.991,                 2.2091,                 5.0953,              0.0008045,              0.0008045,              0.0008045
                     20,                 2.8461,                 5.2015,                 2.3166,                0.95683,                 0.1683,                0.28931,                0.15814,                 3.4854,                 7.4898,                 2.2418,                 1.4735,             0.00077975,             0.00077975,             0.00077975
                     21,                 3.1155,                 5.2755,                 2.0582,                0.94258,                0.16833,                0.33836,                0.18753,                 3.4605,                 7.6759,                 2.2176,                 12.823,               0.000755,               0.000755,               0.000755
                     22,                 2.9766,                 4.9534,                 2.1121,                0.16619,                0.36831,                0.32363,                0.19425,                 3.5324,                 7.6731,                 2.2378,                 3.8815,             0.00073025,             0.00073025,             0.00073025
