                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 2.8067,                 5.0327,                 2.0304,                0.95564,                0.16147,                0.32634,                0.18529,                 3.5455,                 7.6936,                 2.2327,                 3.1392,              0.0007055,              0.0007055,              0.0007055
                     24,                 3.0998,                 5.2224,                 2.0855,                 0.9605,                0.16691,                0.33162,                0.18625,                 3.5053,                 7.1664,                 2.1958,                  2.038,             0.00068075,             0.00068075,             0.00068075
                     25,                 2.9897,                 4.7561,                 2.1648,                0.95455,                0.17261,                0.33552,                0.18625,                 3.5795,                 6.9421,                 2.2224,                 3.3964,               0.000656,               0.000656,               0.000656
                     26,                 3.0476,                 4.9976,                 2.0791,                0.95548,                0.17272,                 0.3336,                0.19564,                 3.6568,                 7.5381,                 2.2041,                 1.4279,             0.00063125,             0.00063125,             0.00063125
                     27,                 3.1625,                 4.7164,                 2.1021,                0.96001,                0.17242,                0.34397,                0.19549,                 3.5883,                 7.1222,                 2.1986,                 1.0886,              0.0006065,              0.0006065,              0.0006065
                     28,                 3.0122,                 4.7134,                 2.1113,                0.96209,                0.18344,                0.29613,                0.16788,                 3.5686,                 7.7322,                 2.1767,                0.83037,             0.00058175,             0.00058175,             0.00058175
                     29,                 3.1602,                 5.0636,                 2.1282,                 0.9446,                0.17067,                0.32753,                0.19349,                  3.609,                 7.7053,                 2.1967,                 1.2756,               0.000557,               0.000557,               0.000557
                     30,                 3.1068,                 4.6323,                 2.1901,                0.70192,                0.18208,                0.33813,                0.19194,                 3.6985,                 7.3226,                 2.2248,                  2.108,             0.00053225,             0.00053225,             0.00053225
                     31,                 2.9179,                 4.1497,                 2.0641,                0.70259,                0.18355,                0.31817,                0.18447,                 3.6417,                 8.2006,                  2.183,                 5.2026,              0.0005075,              0.0005075,              0.0005075
                     32,                 2.8783,                 3.9667,                 2.1117,                0.95707,                0.17651,                0.29206,                0.17578,                 3.6739,                  8.408,                 2.1793,                0.95916,             0.00048275,             0.00048275,             0.00048275
                     33,                 3.3018,                 4.4537,                 2.0129,                0.95798,                0.17769,                 0.3072,                0.16953,                 3.6872,                 7.6988,                 2.1802,                  2.399,               0.000458,               0.000458,               0.000458
                     34,                 3.1469,                  4.555,                 2.0707,                0.21086,                0.33191,                0.30972,                0.18376,                 3.6977,                 7.9806,                  2.166,                0.81751,             0.00043325,             0.00043325,             0.00043325
                     35,                 3.3195,                 4.8831,                 2.0664,                0.69424,                0.18955,                0.28083,                0.16031,                 3.7862,                  7.843,                 2.1778,                 1.2337,              0.0004085,              0.0004085,              0.0004085
                     36,                 3.0856,                 4.3867,                 2.0941,                 0.9602,                0.18554,                0.28091,                0.15738,                 3.7638,                 7.6823,                 2.1709,                0.94489,             0.00038375,             0.00038375,             0.00038375
                     37,                 2.9158,                 4.0265,                 2.0045,                0.95201,                0.18238,                0.32558,                0.18768,                 3.7362,                 7.7268,                 2.1494,                 1.0114,               0.000359,               0.000359,               0.000359
                     38,                 3.2536,                 4.3114,                  2.029,                0.70715,                0.18537,                0.30391,                0.17369,                 3.8058,                 7.9896,                 2.1769,                 1.0809,             0.00033425,             0.00033425,             0.00033425
                     39,                 3.0424,                 4.0632,                 2.0875,                 0.9561,                0.17623,                0.30188,                0.17337,                 3.8732,                 7.7493,                 2.1696,                0.41262,              0.0003095,              0.0003095,              0.0003095
                     40,                 3.1922,                 4.2026,                 1.9942,                0.63153,                0.22261,                0.29568,                0.17234,                 3.7886,                 7.7683,                 2.1715,                 4.3867,             0.00028475,             0.00028475,             0.00028475
                     41,                 2.2744,                 3.3739,                 1.4623,                0.95936,                0.17916,                0.26816,                  0.153,                 3.8322,                 8.5905,                 2.1767,                 0.7948,                0.00026,                0.00026,                0.00026
                     42,                 2.1249,                 3.0404,                 1.4097,                0.95888,                0.18455,                0.25951,                0.14889,                 3.8722,                 8.3627,                 2.1594,                0.18547,             0.00023525,             0.00023525,             0.00023525
                     43,                 2.2045,                 3.1148,                 1.4245,                0.95172,                0.19015,                0.27121,                0.15596,                  3.883,                 8.4379,                 2.1529,                 3.7477,              0.0002105,              0.0002105,              0.0002105
                     44,                 2.1267,                 3.0109,                  1.316,                0.70715,                0.18296,                0.29938,                0.17589,                 3.8548,                 8.6505,                 2.1527,                0.37446,             0.00018575,             0.00018575,             0.00018575
                     45,                 2.0438,                  2.879,                 1.4099,                0.70451,                0.18823,                0.27539,                0.15799,                 3.9444,                 8.2865,                 2.1595,                 2.9986,               0.000161,               0.000161,               0.000161
                     46,                  2.231,                 3.0484,                 1.4625,                0.70403,                 0.1853,                0.28262,                0.16447,                 3.9149,                  8.297,                 2.1484,                 5.1091,             0.00013625,             0.00013625,             0.00013625
                     47,                 2.1647,                 2.8004,                 1.4112,                0.70422,                0.18735,                0.29335,                0.16989,                 3.9024,                  8.508,                  2.147,                 5.8619,              0.0001115,              0.0001115,              0.0001115
                     48,                 2.1265,                 2.8861,                 1.3866,                0.69812,                0.20115,                 0.2941,                0.16924,                 3.9423,                 8.1125,                 2.1534,                 2.5201,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                 2.2492,                 2.8422,                 1.3927,                0.70332,                0.19137,                0.28807,                0.16569,                 3.9564,                  8.404,                 2.1528,                 0.3352,                6.2e-05,                6.2e-05,                6.2e-05
                     50,                 2.3213,                 2.9061,                 1.4481,                0.70198,                  0.194,                0.29047,                0.16575,                 3.9985,                 8.3234,                 2.1558,                0.42402,              3.725e-05,              3.725e-05,              3.725e-05
