                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                   3.74,                 10.934,                 3.4985,                0.40716,                0.09127,                0.09972,                0.05731,                 3.1892,                 9.1724,                 2.8903,                 1.1778,             0.00017484,             0.00017484,             0.00017484
                      2,                 3.0646,                  8.027,                 2.7736,                0.57303,                0.07525,                0.10585,                0.06076,                 2.7738,                 7.0213,                 2.8012,                  1.727,             0.00033861,             0.00033861,             0.00033861
                      3,                 2.9245,                 6.6829,                 2.8403,                0.07335,                0.23306,                0.10895,                0.05667,                 2.9975,                 6.6618,                 2.8434,                 1.1973,             0.00049082,             0.00049082,             0.00049082
                      4,                 2.8986,                 6.2418,                 2.8561,                0.53217,                0.11469,                0.11313,                0.05897,                 2.8739,                 5.8658,                  2.789,                0.61095,             0.00047393,             0.00047393,             0.00047393
                      5,                 2.9285,                 6.0888,                 2.7958,                0.41546,                0.11641,                0.12641,                0.07294,                 2.9401,                 6.4417,                 2.7511,                0.52732,             0.00045657,             0.00045657,             0.00045657
                      6,                 2.9573,                 5.6428,                 2.7285,                0.42376,                0.15614,                0.15374,                0.08344,                 2.9179,                 5.6152,                 2.6971,                0.52774,             0.00043921,             0.00043921,             0.00043921
                      7,                 2.9393,                 5.4688,                 2.7398,                0.42436,                0.16097,                   0.17,                0.09712,                 2.8863,                 5.4765,                 2.6558,                0.71875,             0.00042185,             0.00042185,             0.00042185
                      8,                 3.0047,                 5.3952,                 2.7084,                0.50644,                0.14198,                0.17095,                 0.0964,                  3.003,                 5.7694,                 2.6534,                 1.3381,             0.00040449,             0.00040449,             0.00040449
                      9,                 3.0584,                 5.1388,                 2.7031,                0.56328,                0.14336,                0.17872,                0.09978,                 3.1015,                 5.9732,                 2.6691,                0.44965,             0.00038714,             0.00038714,             0.00038714
                     10,                 3.1036,                  4.984,                 2.6724,                 0.3864,                   0.17,                0.18685,                0.10584,                 3.1112,                 5.3806,                 2.6375,                 2.2417,             0.00036978,             0.00036978,             0.00036978
