                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.3901,                 7.4569,                 3.2822,                0.08249,                 0.0757,                0.05572,                 0.0289,                 3.0604,                 6.4987,                 2.8049,                0.37839,             0.00017484,             0.00017484,             0.00017484
                      2,                 2.8716,                 6.2296,                 2.7433,                 0.1658,                0.08629,                0.07476,                0.03809,                 2.9271,                 4.7704,                 2.6574,                0.10659,              0.0003155,              0.0003155,              0.0003155
                      3,                 2.8922,                 5.8014,                 2.7073,                0.17633,                0.08253,                0.07988,                0.03938,                 3.0589,                 5.0358,                 2.6047,                0.10181,             0.00042145,             0.00042145,             0.00042145
                      4,                 2.7464,                 5.0725,                 2.6219,                0.13212,                0.10134,                0.09137,                0.04494,                 3.0663,                 4.5258,                 2.5884,                 0.2095,             0.00036978,             0.00036978,             0.00036978
                      5,                 2.8709,                 5.1612,                 2.5573,                0.13524,                0.10243,                0.08893,                 0.0443,                  3.023,                 4.1809,                 2.5513,                 0.1285,              0.0003177,              0.0003177,              0.0003177
                      6,                 3.0486,                  4.896,                 2.5827,                0.13235,                0.10944,                0.09541,                0.04624,                 3.2992,                 4.3056,                   2.54,                0.15887,             0.00026563,             0.00026563,             0.00026563
                      7,                 2.8968,                 4.4569,                 2.5813,                0.13348,                0.10687,                0.09607,                0.04943,                 3.1157,                  4.151,                 2.4821,                 0.1783,             0.00021356,             0.00021356,             0.00021356
                      8,                 2.9796,                 4.7954,                  2.523,                0.14669,                0.11532,                0.11261,                0.05908,                 3.1125,                 4.0222,                 2.4431,                0.40643,             0.00016148,             0.00016148,             0.00016148
                      9,                 2.9985,                 4.2344,                 2.5283,                0.14551,                0.11472,                0.11082,                0.05735,                 3.2376,                 3.9727,                 2.4373,                 0.1197,             0.00010941,             0.00010941,             0.00010941
                     10,                 3.0065,                 4.0108,                 2.5347,                0.14364,                0.11901,                0.11211,                0.05771,                 3.2593,                 3.9296,                 2.4387,                0.34467,             5.7334e-05,             5.7334e-05,             5.7334e-05
