                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.5486,                  13.49,                 2.2157,                0.12348,                0.22396,                0.14396,                0.08541,                 1.9736,                 7.2295,                 2.2204,             0.00036862,             0.00036862,             0.00036862
                      2,                 2.5687,                  8.502,                 2.2422,                0.17485,                0.27501,                0.24429,                0.11576,                 2.1345,                 5.6693,                 2.2548,             0.00072432,             0.00072432,             0.00072432
                      3,                 2.6153,                 8.5396,                 2.2402,                 0.6607,                0.18129,                 0.2689,                0.12683,                 2.0259,                 5.6242,                 2.2497,              0.0010654,              0.0010654,              0.0010654
                      4,                   2.64,                 7.1922,                 2.2031,                0.15233,                0.35137,                0.25182,                0.12174,                 2.0925,                 5.3937,                 2.2613,               0.001045,               0.001045,               0.001045
                      5,                 2.5619,                 7.2342,                 2.1763,                0.17952,                0.35542,                 0.2737,                0.13363,                 2.2927,                 5.8079,                 2.3157,               0.001023,               0.001023,               0.001023
                      6,                 2.7279,                 6.3667,                 2.2303,                0.16991,                 0.4041,                0.29781,                 0.1495,                  2.249,                 5.4023,                 2.3065,               0.001001,               0.001001,               0.001001
                      7,                 2.6597,                 5.8505,                 2.2211,                0.19455,                0.45285,                0.31442,                0.16026,                 2.1992,                  5.101,                 2.2994,             0.00097901,             0.00097901,             0.00097901
                      8,                 2.7125,                  5.958,                 2.2379,                 0.1713,                0.47306,                0.33678,                 0.1543,                 2.5789,                 4.6185,                 2.4011,             0.00095702,             0.00095702,             0.00095702
                      9,                 2.8817,                 5.2403,                 2.2382,                0.50777,                 0.3882,                0.37345,                0.18966,                 2.5371,                 4.5272,                 2.3384,             0.00093502,             0.00093502,             0.00093502
                     10,                 3.0204,                 7.2457,                 2.2377,                0.20374,                0.48153,                0.38695,                0.20327,                 2.3148,                 5.0033,                 2.2734,             0.00091302,             0.00091302,             0.00091302
                     11,                 2.9548,                 5.6155,                  2.201,                0.75173,                0.29289,                0.41187,                 0.2174,                 2.3948,                 4.4212,                  2.311,             0.00089102,             0.00089102,             0.00089102
                     12,                 2.9459,                 4.8471,                 2.2287,                 0.2068,                0.45356,                0.36217,                0.17958,                 2.4963,                 4.6654,                 2.3092,             0.00086902,             0.00086902,             0.00086902
                     13,                 2.8527,                 6.3467,                 2.1838,                0.20291,                0.43623,                0.33621,                0.16684,                 2.5781,                 4.9892,                 2.3046,             0.00084703,             0.00084703,             0.00084703
                     14,                 2.9281,                 5.4737,                 2.2389,                0.62451,                0.33892,                0.36137,                0.18265,                 2.6121,                 4.2826,                 2.3136,             0.00082503,             0.00082503,             0.00082503
                     15,                 2.7927,                 5.3147,                 2.1762,                0.55105,                0.37431,                0.33879,                0.16715,                 2.6093,                 4.2357,                 2.2912,             0.00080303,             0.00080303,             0.00080303
                     16,                 2.9976,                 5.3739,                 2.1505,                0.54497,                0.37056,                0.32709,                0.16469,                 2.5769,                 4.4582,                 2.2675,             0.00078103,             0.00078103,             0.00078103
                     17,                 3.1273,                 4.8403,                  2.204,                0.53072,                0.41018,                0.38619,                0.20045,                 2.6822,                  4.809,                 2.3175,             0.00075904,             0.00075904,             0.00075904
                     18,                 3.0556,                 4.5057,                  2.221,                0.52636,                0.40065,                0.36409,                0.18222,                 2.8599,                 4.1036,                 2.3157,             0.00073704,             0.00073704,             0.00073704
                     19,                 3.2417,                 5.6439,                   2.22,                0.28042,                0.43682,                0.37818,                0.20566,                   2.73,                 5.7112,                 2.3015,             0.00071504,             0.00071504,             0.00071504
                     20,                 3.0842,                 5.4016,                  2.112,                0.57087,                0.37551,                0.36278,                0.19167,                 2.7095,                 4.6021,                 2.2703,             0.00069304,             0.00069304,             0.00069304
                     21,                 3.2351,                 4.8753,                 2.1722,                0.64836,                0.32267,                0.36238,                0.18902,                 2.7008,                 4.1665,                 2.2489,             0.00067104,             0.00067104,             0.00067104
                     22,                 3.1654,                 4.3441,                 2.2036,                0.75499,                0.28472,                 0.4086,                0.21442,                 2.9059,                 4.3252,                 2.2936,             0.00064905,             0.00064905,             0.00064905
                     23,                 3.1559,                 4.1469,                 2.1441,                0.54136,                0.40779,                0.40572,                0.21744,                  2.779,                 4.5077,                  2.253,             0.00062705,             0.00062705,             0.00062705
                     24,                 3.2368,                 4.8543,                 2.1447,                0.24737,                0.49197,                0.40078,                0.21589,                 2.8754,                  5.004,                 2.2845,             0.00060505,             0.00060505,             0.00060505
                     25,                 3.3315,                 4.3732,                 2.1376,                0.24848,                0.42657,                0.34864,                0.18199,                 2.9636,                 5.9871,                 2.3114,             0.00058305,             0.00058305,             0.00058305
                     26,                 3.2848,                 5.1889,                 2.1525,                0.61497,                0.35317,                0.38323,                0.19414,                  3.054,                 4.4154,                  2.294,             0.00056105,             0.00056105,             0.00056105
                     27,                 3.3058,                  4.596,                 2.1516,                0.22021,                0.49337,                0.38228,                 0.1985,                 3.0607,                  4.793,                 2.2795,             0.00053906,             0.00053906,             0.00053906
                     28,                 3.4385,                 4.7243,                 2.1499,                0.22132,                0.51927,                0.39695,                0.20409,                 3.0598,                 4.7807,                 2.2831,             0.00051706,             0.00051706,             0.00051706
                     29,                  3.355,                 4.3834,                 2.1624,                0.68828,                0.32037,                0.38358,                0.20391,                 3.0855,                 4.1014,                 2.2738,             0.00049506,             0.00049506,             0.00049506
                     30,                  3.218,                 4.0554,                  2.091,                0.68281,                0.33486,                0.39477,                0.20982,                 3.0814,                 4.3726,                 2.2806,             0.00047306,             0.00047306,             0.00047306
                     31,                 3.4018,                 3.9396,                 2.1162,                0.63745,                0.35357,                 0.3756,                0.19547,                 3.1132,                 3.7183,                  2.259,             0.00045107,             0.00045107,             0.00045107
                     32,                 3.3531,                 3.9069,                 2.1398,                0.66406,                0.34041,                0.38816,                0.20328,                 3.1581,                 4.1443,                 2.2658,             0.00042907,             0.00042907,             0.00042907
                     33,                 3.4891,                 3.9344,                 2.1191,                0.61873,                0.32704,                0.39043,                0.19882,                 3.3477,                 4.3443,                 2.2756,             0.00040707,             0.00040707,             0.00040707
                     34,                 3.5659,                 4.5903,                 2.1113,                0.38334,                 0.4054,                  0.373,                0.19653,                  3.181,                 4.6103,                 2.2549,             0.00038507,             0.00038507,             0.00038507
                     35,                 3.3327,                 4.8198,                 2.1133,                0.62788,                0.35538,                0.39289,                0.21596,                 3.0974,                 4.2263,                 2.2319,             0.00036307,             0.00036307,             0.00036307
                     36,                 3.2936,                 4.4582,                 2.0922,                0.73766,                  0.315,                0.44268,                0.23454,                 3.1687,                 4.3188,                 2.2359,             0.00034108,             0.00034108,             0.00034108
                     37,                 3.4828,                   4.75,                 2.0874,                0.67537,                0.32077,                0.40158,                0.21047,                 3.2427,                 4.2671,                 2.2511,             0.00031908,             0.00031908,             0.00031908
                     38,                 3.5106,                 3.6267,                 2.0981,                0.65309,                0.32789,                0.41525,                0.21893,                 3.2666,                 4.1337,                  2.237,             0.00029708,             0.00029708,             0.00029708
                     39,                 3.4648,                 4.1573,                  2.113,                 0.2467,                0.52819,                0.42621,                0.23219,                 3.2012,                 4.6404,                 2.2395,             0.00027508,             0.00027508,             0.00027508
                     40,                 3.5442,                 4.1292,                 2.1112,                 0.6982,                0.29145,                0.40964,                0.21883,                 3.3248,                  4.388,                 2.2548,             0.00025309,             0.00025309,             0.00025309
                     41,                 3.2992,                 5.7206,                 1.9136,                0.29439,                0.41897,                0.36321,                0.19339,                 3.4513,                 6.2005,                 2.3023,             0.00023109,             0.00023109,             0.00023109
                     42,                  3.377,                 5.0836,                 2.0585,                0.22614,                0.48484,                0.36635,                0.19606,                  3.347,                 4.9924,                 2.2535,             0.00020909,             0.00020909,             0.00020909
                     43,                 3.2257,                 4.9832,                 1.9152,                0.27819,                0.44279,                0.38177,                0.20798,                  3.277,                 5.7992,                 2.2385,             0.00018709,             0.00018709,             0.00018709
                     44,                  3.314,                 4.8238,                 1.9661,                0.26789,                0.47299,                0.38409,                0.20692,                 3.3131,                 5.5995,                 2.2365,             0.00016509,             0.00016509,             0.00016509
                     45,                 3.5483,                 4.7552,                 2.0336,                0.24275,                0.48166,                0.38111,                 0.2014,                 3.4032,                  5.361,                 2.2539,              0.0001431,              0.0001431,              0.0001431
                     46,                 3.2317,                 4.6008,                 1.9437,                  0.325,                0.45013,                0.40126,                0.22378,                 3.3408,                 5.8676,                 2.2491,              0.0001211,              0.0001211,              0.0001211
                     47,                 3.4279,                  4.783,                 2.0119,                0.28088,                0.45762,                0.37653,                0.20489,                 3.4156,                 5.7397,                 2.2582,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     48,                 3.5075,                 4.6517,                 2.0276,                0.25401,                0.48736,                0.38597,                0.20841,                 3.3893,                 5.3955,                 2.2502,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     49,                 3.2801,                 4.4908,                 1.9361,                0.25258,                0.48179,                0.37764,                  0.202,                 3.4398,                 5.4829,                 2.2597,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     50,                 3.3909,                 4.3501,                 2.0098,                0.25454,                0.48155,                0.37889,                0.20484,                 3.4379,                 5.3373,                 2.2485,             3.3108e-05,             3.3108e-05,             3.3108e-05
