                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.9841,                 19.748,                 2.5998,                0.04036,                0.13924,                0.02899,                0.01746,                 1.7976,                 7.3212,                 2.1329,                 2.5785,             0.00041474,             0.00041474,             0.00041474
                      2,                 2.1827,                 15.155,                 2.2131,                0.10845,                0.30786,                0.14231,                0.07031,                 1.7024,                 6.9881,                 2.1579,                 1.9414,             0.00081494,             0.00081494,             0.00081494
                      3,                 2.3996,                 10.597,                  2.369,                0.13932,                0.35578,                0.21729,                0.11529,                 1.8267,                 6.5355,                 2.1939,                 1.9667,              0.0011986,              0.0011986,              0.0011986
                      4,                 2.3759,                 9.2127,                 2.3695,                0.16243,                0.35648,                0.22508,                0.11177,                 1.8524,                 6.5932,                 2.2689,                  3.087,              0.0011757,              0.0011757,              0.0011757
                      5,                 2.4647,                 8.1824,                 2.4498,                0.57297,                0.14527,                 0.2173,                0.10345,                 2.2987,                 6.9032,                 2.4061,                 3.0309,               0.001151,               0.001151,               0.001151
                      6,                 2.5429,                 7.2245,                 2.4699,                0.65641,                0.13081,                0.18928,                0.09644,                 2.4712,                   6.61,                 2.4689,                 4.2785,              0.0011263,              0.0011263,              0.0011263
                      7,                 2.3778,                 7.2034,                 2.3348,                0.18936,                0.43797,                 0.3329,                0.17979,                 2.0286,                 6.1636,                 2.3016,                 1.3964,              0.0011015,              0.0011015,              0.0011015
                      8,                 2.5859,                 6.6167,                 2.4528,                0.17307,                0.44619,                0.34683,                0.18577,                 2.1884,                 5.9956,                 2.3628,                 2.0596,              0.0010768,              0.0010768,              0.0010768
                      9,                 2.4383,                 6.2821,                 2.2807,                0.26119,                0.40181,                 0.3602,                0.19403,                 2.1468,                 6.4435,                 2.3085,                 1.3668,               0.001052,               0.001052,               0.001052
                     10,                 2.5476,                 6.0775,                 2.3773,                 0.1762,                0.48088,                0.33014,                0.17311,                 2.1839,                 5.8513,                 2.3285,                 2.4388,              0.0010273,              0.0010273,              0.0010273
                     11,                 2.6343,                 6.1888,                 2.3614,                0.18109,                0.47992,                0.34656,                0.19256,                 2.2248,                  6.118,                 2.3309,                 4.4443,              0.0010025,              0.0010025,              0.0010025
                     12,                 2.5941,                 5.9138,                 2.2869,                0.17495,                0.49234,                0.30681,                0.15617,                 2.4128,                 6.3256,                 2.3674,                 1.2694,             0.00097775,             0.00097775,             0.00097775
                     13,                 2.5227,                 5.2943,                 2.2731,                0.15104,                0.49701,                 0.3567,                0.18967,                 2.3766,                 6.1789,                 2.3312,                 5.1963,               0.000953,               0.000953,               0.000953
                     14,                 2.5417,                 5.4325,                 2.3773,                0.19678,                0.48504,                0.39376,                0.21639,                 2.3392,                 6.1861,                 2.3006,                 1.5213,             0.00092825,             0.00092825,             0.00092825
                     15,                 2.5444,                 5.5124,                 2.2231,                0.16477,                0.49947,                0.36082,                0.19005,                 2.3499,                 5.8344,                 2.3102,                 1.4325,              0.0009035,              0.0009035,              0.0009035
                     16,                 2.7922,                 5.4538,                 2.3491,                0.13436,                0.45618,                 0.3221,                0.16501,                 2.5247,                 5.9471,                 2.3496,                  1.541,             0.00087875,             0.00087875,             0.00087875
                     17,                 2.7359,                 5.5983,                 2.3742,                0.18121,                0.48892,                0.35087,                 0.1968,                 2.4922,                 6.0083,                 2.3557,                   1.09,               0.000854,               0.000854,               0.000854
                     18,                 2.5633,                 5.0907,                  2.241,                0.14655,                0.52003,                0.33602,                0.18007,                 2.5429,                 6.1092,                 2.3404,                  1.795,             0.00082925,             0.00082925,             0.00082925
                     19,                 2.8004,                  4.689,                 2.2958,                0.23087,                0.51658,                0.40927,                0.21957,                 2.5694,                 5.9165,                 2.3432,                0.98993,              0.0008045,              0.0008045,              0.0008045
                     20,                 2.5949,                 5.0142,                 2.1778,                0.19345,                 0.5097,                0.39214,                0.20449,                  2.639,                  5.929,                 2.3531,                 1.4064,             0.00077975,             0.00077975,             0.00077975
                     21,                 3.0995,                 5.1763,                 2.2161,                0.16422,                0.53463,                 0.3746,                0.20834,                  2.467,                  5.975,                 2.2843,                 1.1287,               0.000755,               0.000755,               0.000755
                     22,                 2.6261,                 4.4069,                 2.2714,                0.41758,                0.34472,                 0.3754,                0.20092,                 2.6854,                  6.179,                 2.3394,                0.93457,             0.00073025,             0.00073025,             0.00073025
                     23,                 2.9911,                 4.6502,                 2.2981,                0.18116,                0.45109,                0.35361,                 0.1977,                 2.6826,                 6.6136,                 2.3252,                 1.4404,              0.0007055,              0.0007055,              0.0007055
                     24,                 3.0257,                 4.7665,                 2.3209,                0.17793,                 0.5124,                0.38922,                0.21771,                 2.5772,                 6.4589,                 2.2877,                 1.2571,             0.00068075,             0.00068075,             0.00068075
                     25,                 2.8166,                 4.8452,                  2.283,                0.17689,                0.49955,                0.39177,                0.20878,                 2.7011,                 5.5782,                 2.3133,                 1.6219,               0.000656,               0.000656,               0.000656
                     26,                  2.996,                 4.8368,                  2.311,                0.21306,                0.53742,                0.40391,                0.22711,                 2.5867,                 6.0748,                 2.2741,                 0.9502,             0.00063125,             0.00063125,             0.00063125
                     27,                 2.8867,                 4.7037,                 2.1854,                0.21265,                0.55263,                0.41679,                0.23248,                 2.6732,                 5.5813,                 2.2921,                  1.006,              0.0006065,              0.0006065,              0.0006065
                     28,                 2.7978,                 4.4979,                 2.2007,                0.20024,                0.45213,                0.34023,                0.19065,                 2.7278,                 7.0299,                 2.2917,                0.92076,             0.00058175,             0.00058175,             0.00058175
                     29,                 2.8428,                 4.2418,                 2.1933,                0.17872,                0.53774,                0.39515,                0.22006,                 2.7569,                  5.681,                 2.2963,                 1.0321,               0.000557,               0.000557,               0.000557
