                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 2.9318,                 4.4884,                 2.2625,                0.17579,                0.51536,                0.36449,                0.19895,                 2.8468,                 6.2526,                 2.3082,                 1.0868,             0.00053225,             0.00053225,             0.00053225
                     31,                  2.895,                 4.3517,                 2.1869,                0.18406,                0.54189,                0.38639,                0.21365,                 2.7772,                 5.7314,                 2.2696,                 4.1471,              0.0005075,              0.0005075,              0.0005075
                     32,                 2.7639,                 4.1734,                 2.1816,                0.17473,                0.53829,                0.37245,                0.19852,                 2.9292,                 6.2831,                 2.2881,                 1.0251,             0.00048275,             0.00048275,             0.00048275
                     33,                 2.8352,                 4.3058,                 2.1058,                0.17575,                0.51616,                0.38236,                0.20843,                 2.9797,                 6.2115,                 2.3006,                 1.8398,               0.000458,               0.000458,               0.000458
                     34,                 3.3479,                 4.6742,                 2.1982,                0.23183,                0.50767,                0.40426,                0.23021,                 2.8269,                 6.1357,                  2.274,                 2.0735,             0.00043325,             0.00043325,             0.00043325
                     35,                 2.8776,                 3.9998,                 2.3085,                0.17904,                0.50628,                0.37664,                0.20496,                 2.9183,                 5.4916,                 2.2742,                0.59473,              0.0004085,              0.0004085,              0.0004085
                     36,                 2.9831,                 4.2535,                 2.1459,                0.18884,                0.52869,                0.39578,                0.21544,                 3.0057,                 5.6173,                 2.2859,                 1.2188,             0.00038375,             0.00038375,             0.00038375
                     37,                 3.0068,                 4.2278,                 2.1093,                0.15907,                0.53704,                 0.3511,                0.19225,                 2.8668,                 5.7943,                 2.2557,                 1.0571,               0.000359,               0.000359,               0.000359
                     38,                 3.0454,                 3.9547,                 2.1226,                0.17914,                0.51156,                0.35827,                0.19983,                  2.902,                 6.1106,                 2.2535,                0.87549,             0.00033425,             0.00033425,             0.00033425
                     39,                 3.0846,                 4.1075,                 2.1654,                0.20743,                0.51593,                0.36724,                0.20479,                 2.9613,                 5.1762,                 2.2607,                 3.9018,              0.0003095,              0.0003095,              0.0003095
                     40,                 3.2795,                 4.1307,                 2.2277,                0.36089,                0.36983,                0.33604,                0.18122,                 3.1507,                 5.4506,                 2.2915,                 1.6349,             0.00028475,             0.00028475,             0.00028475
                     41,                 2.3512,                  3.603,                 1.6827,                0.26435,                0.47108,                0.37769,                0.21856,                 3.0795,                 6.5689,                 2.2933,                 3.8629,                0.00026,                0.00026,                0.00026
                     42,                 2.2948,                 3.4474,                 1.7012,                 0.2108,                0.50648,                0.36502,                0.20258,                 3.1502,                 5.9028,                 2.3073,                 1.6689,             0.00023525,             0.00023525,             0.00023525
                     43,                  2.221,                 3.2768,                 1.6935,                0.22064,                0.47369,                0.35268,                0.19729,                 3.0856,                 6.2817,                 2.2814,                0.37448,              0.0002105,              0.0002105,              0.0002105
                     44,                 2.2725,                 3.2117,                 1.6857,                0.23771,                0.49416,                0.36637,                0.20544,                 3.0613,                 6.3049,                  2.262,                 1.1248,             0.00018575,             0.00018575,             0.00018575
                     45,                 2.4228,                 3.3489,                 1.6604,                0.19149,                0.50804,                0.35257,                0.19574,                 3.1002,                 6.0137,                 2.2653,                  3.396,               0.000161,               0.000161,               0.000161
                     46,                 2.3061,                  3.038,                 1.5148,                0.21108,                0.49529,                0.36379,                0.20539,                 3.0576,                 6.2113,                 2.2599,                0.25935,             0.00013625,             0.00013625,             0.00013625
                     47,                 2.2262,                 3.0189,                 1.5728,                0.18724,                0.51276,                0.35473,                0.19667,                 3.1676,                 6.0018,                  2.279,                0.82123,              0.0001115,              0.0001115,              0.0001115
                     48,                 2.2521,                 3.1134,                 1.6029,                0.18316,                0.50795,                0.34771,                0.19325,                 3.1296,                 5.9873,                 2.2697,                0.91325,              8.675e-05,              8.675e-05,              8.675e-05
                     49,                 2.2519,                 3.1313,                 1.5871,                0.16703,                0.50934,                 0.3399,                0.18747,                 3.1676,                 5.9426,                 2.2712,                 1.8037,                6.2e-05,                6.2e-05,                6.2e-05
                     50,                 2.2869,                 3.0002,                 1.6578,                0.18126,                0.49975,                0.34616,                0.19265,                 3.1591,                 6.0191,                 2.2624,                0.17765,              3.725e-05,              3.725e-05,              3.725e-05
