                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5391,                  7.001,                 2.2959,                0.78692,                0.25571,                0.25569,                0.14625,                 1.8185,                 4.4138,                 2.0934,                0.27431,             0.00041474,             0.00041474,             0.00041474
                      2,                 1.3004,                  4.214,                 2.1482,                0.63608,                0.31539,                0.31726,                 0.1877,                 1.6213,                 3.6044,                 2.0943,                0.26195,             0.00081494,             0.00081494,             0.00081494
                      3,                 1.3074,                  3.583,                 2.1444,                0.65706,                 0.3373,                0.33296,                 0.1791,                 1.8777,                 4.7255,                 2.1835,                 0.4035,              0.0011986,              0.0011986,              0.0011986
                      4,                 1.3022,                 3.7356,                 2.1502,                0.67679,                0.37741,                0.37332,                0.21389,                 1.7799,                 3.2486,                 2.1641,                0.14714,              0.0011757,              0.0011757,              0.0011757
                      5,                 1.2861,                 3.1657,                 2.1401,                 0.4991,                0.41383,                0.42574,                0.24068,                 1.7452,                 3.3672,                 2.1431,                 0.3601,               0.001151,               0.001151,               0.001151
                      6,                 1.2517,                  2.735,                 2.1631,                0.49235,                0.41829,                0.42832,                0.23735,                 1.8237,                 3.7729,                 2.1419,                 0.2177,              0.0011263,              0.0011263,              0.0011263
                      7,                 1.2703,                 2.6222,                 2.1453,                0.75263,                0.43039,                0.45541,                0.26237,                 1.8786,                 3.9242,                 2.1562,                 0.3539,              0.0011015,              0.0011015,              0.0011015
                      8,                 1.3577,                 2.6357,                 2.1325,                0.79169,                0.43919,                0.48341,                0.26952,                  2.032,                 3.0394,                 2.2364,                0.17479,              0.0010768,              0.0010768,              0.0010768
                      9,                  1.366,                  2.789,                 2.1564,                0.80559,                0.43434,                0.47934,                0.28037,                 1.9181,                 3.0918,                 2.1295,                0.25035,               0.001052,               0.001052,               0.001052
                     10,                 1.3633,                 2.5562,                 2.1157,                0.79792,                 0.4297,                0.48512,                  0.279,                 2.0369,                 3.5227,                 2.1655,                0.25142,              0.0010273,              0.0010273,              0.0010273
                     11,                 1.3563,                  2.383,                 2.1373,                0.79821,                0.45257,                0.49039,                0.28041,                 2.0337,                 3.9068,                 2.1318,                0.23476,              0.0010025,              0.0010025,              0.0010025
