                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.8897,                 11.272,                 3.4721,                0.48363,                0.05877,                0.08481,                0.04517,                  3.134,                 9.0887,                 2.8982,             0.00016762,             0.00017434,             0.00017434,             0.00017434
                      2,                 2.8925,                 8.2526,                 2.7121,                0.72566,                0.08855,                0.13528,                0.07214,                  2.524,                 6.7599,                 2.6767,              3.282e-05,             0.00034275,             0.00034275,             0.00034275
                      3,                 2.7559,                 6.5506,                  2.637,                0.59691,                0.09811,                0.11155,                0.06031,                 2.6101,                 5.8197,                 2.7054,             1.5358e-05,             0.00050422,             0.00050422,             0.00050422
                      4,                 2.6225,                 5.8136,                 2.6309,                0.51237,                0.09774,                0.11644,                0.06524,                 2.5713,                 5.8317,                 2.6869,             0.00012106,             0.00049476,             0.00049476,             0.00049476
                      5,                 2.6807,                 5.5935,                 2.6256,                0.45905,                 0.0972,                0.12888,                0.07271,                 2.6717,                 5.7698,                 2.6854,             0.00015729,             0.00048434,             0.00048434,             0.00048434
                      6,                 2.6664,                 5.2417,                 2.5924,                0.49715,                0.11429,                0.14448,                0.08059,                 2.5169,                 5.1045,                 2.5951,                      0,             0.00047393,             0.00047393,             0.00047393
                      7,                 2.6594,                 4.9184,                 2.5242,                 0.4343,                0.14184,                0.16407,                0.08917,                 2.7839,                 4.6772,                   2.61,                      0,             0.00046351,             0.00046351,             0.00046351
                      8,                 2.6506,                 4.8532,                  2.543,                  0.464,                0.11582,                0.14707,                0.07996,                 2.6649,                 5.1091,                   2.58,             0.00010581,              0.0004531,              0.0004531,              0.0004531
                      9,                 2.6356,                 4.6127,                 2.4845,                0.38173,                0.16904,                0.17566,                0.09605,                  2.526,                 4.5058,                 2.5402,              5.935e-05,             0.00044268,             0.00044268,             0.00044268
                     10,                 2.6462,                 4.3787,                 2.4802,                0.39967,                0.14333,                0.16752,                0.09116,                 2.5944,                 5.1651,                 2.5487,             0.00010151,             0.00043227,             0.00043227,             0.00043227
                     11,                 2.5845,                  4.342,                 2.4809,                0.38496,                0.16453,                0.18126,                0.09556,                 2.7012,                 4.8137,                 2.5467,              0.0057948,             0.00042185,             0.00042185,             0.00042185
                     12,                 2.6234,                 4.0885,                 2.4619,                0.48756,                0.17618,                0.19425,                0.11001,                 2.5623,                 5.0416,                 2.5015,              0.0001062,             0.00041144,             0.00041144,             0.00041144
                     13,                 2.6731,                 4.1819,                 2.4703,                0.39583,                0.15765,                 0.1745,                0.09286,                 2.7494,                 5.1223,                 2.5342,             0.00010541,             0.00040102,             0.00040102,             0.00040102
                     14,                 2.6967,                 4.0693,                 2.4388,                0.38612,                0.17784,                 0.1932,                0.10688,                 2.6978,                 4.7021,                 2.5026,             4.3518e-05,             0.00039061,             0.00039061,             0.00039061
                     15,                 2.6947,                 4.0516,                 2.4196,                 0.4039,                0.18016,                0.19701,                0.10883,                 2.7196,                 4.6399,                 2.5103,                      0,             0.00038019,             0.00038019,             0.00038019
                     16,                 2.7097,                 3.9043,                 2.3985,                 0.5278,                0.15056,                0.17918,                0.10179,                 2.7433,                 5.4141,                 2.5231,             8.5941e-05,             0.00036978,             0.00036978,             0.00036978
                     17,                 2.7815,                 3.9647,                  2.414,                0.40282,                0.17292,                0.18904,                0.10463,                 2.9318,                 5.2779,                 2.5348,             0.00039177,             0.00035936,             0.00035936,             0.00035936
                     18,                 2.7558,                 3.8234,                 2.4155,                0.40834,                0.16258,                0.17351,                0.09554,                 2.9227,                 5.7329,                  2.525,                      0,             0.00034895,             0.00034895,             0.00034895
                     19,                 2.7498,                 3.8383,                 2.4081,                0.39636,                0.17242,                0.18363,                0.09784,                 2.9197,                 4.9398,                 2.4941,                      0,             0.00033853,             0.00033853,             0.00033853
                     20,                 2.7511,                 3.6382,                 2.3764,                0.49976,                0.19899,                0.21483,                0.12441,                 2.7998,                 4.6988,                 2.4506,             3.4202e-05,             0.00032812,             0.00032812,             0.00032812
                     21,                 2.7962,                 3.5653,                 2.3555,                 0.4519,                0.19625,                0.21848,                0.12168,                  2.939,                 4.6142,                 2.4706,             2.6705e-05,              0.0003177,              0.0003177,              0.0003177
                     22,                 2.9173,                  3.764,                 2.3603,                0.49477,                0.20232,                0.21933,                0.12567,                 2.8961,                 4.9644,                 2.4509,             3.1562e-06,             0.00030729,             0.00030729,             0.00030729
                     23,                  2.875,                 3.6304,                 2.3439,                0.51293,                0.18347,                0.20795,                0.11428,                 3.0135,                 5.2736,                 2.4629,             7.1177e-05,             0.00029687,             0.00029687,             0.00029687
                     24,                 2.8921,                 3.5996,                 2.3448,                0.53108,                 0.1929,                 0.2195,                 0.1242,                 3.0034,                 5.1101,                 2.4579,             4.0828e-05,             0.00028646,             0.00028646,             0.00028646
                     25,                 2.9276,                 3.4209,                 2.3018,                0.44162,                 0.2176,                0.23177,                0.12993,                 2.9291,                 4.2708,                 2.4307,             0.00014375,             0.00027604,             0.00027604,             0.00027604
                     26,                 2.9363,                 3.4875,                 2.3281,                0.48971,                0.17212,                0.19192,                0.10512,                 3.1162,                 5.8573,                  2.492,             6.1831e-05,             0.00026563,             0.00026563,             0.00026563
                     27,                  2.935,                 3.3714,                 2.3102,                0.45077,                0.20572,                0.22321,                0.12365,                 3.0684,                 4.9234,                 2.4433,             2.6703e-05,             0.00025522,             0.00025522,             0.00025522
                     28,                 2.9194,                 3.4052,                 2.3197,                0.43455,                0.18408,                0.20021,                0.10799,                 3.1421,                 5.2388,                 2.4627,             4.8658e-05,              0.0002448,              0.0002448,              0.0002448
                     29,                 2.9917,                 3.3423,                 2.2971,                0.52222,                0.17432,                 0.2122,                0.11684,                 3.1591,                 5.2307,                 2.4457,             9.5694e-05,             0.00023439,             0.00023439,             0.00023439
                     30,                 2.9887,                 3.3229,                 2.3264,                0.50002,                0.18554,                0.19869,                0.10884,                 3.1231,                 5.4641,                 2.4395,             0.00015876,             0.00022397,             0.00022397,             0.00022397
                     31,                 3.0251,                 3.3228,                 2.2812,                0.47382,                0.21007,                0.22377,                 0.1233,                 3.1449,                 5.2247,                 2.4301,                0.05061,             0.00021356,             0.00021356,             0.00021356
                     32,                 2.9714,                 3.2307,                 2.2968,                0.46609,                0.18528,                0.20897,                0.11477,                 3.2102,                 5.4092,                 2.4531,             0.00012941,             0.00020314,             0.00020314,             0.00020314
                     33,                 2.9604,                 3.0903,                 2.2675,                0.49628,                0.18399,                0.21156,                0.11422,                 3.2885,                  5.086,                 2.4484,             0.00041249,             0.00019273,             0.00019273,             0.00019273
                     34,                 3.0367,                 3.2586,                 2.3003,                0.49035,                0.18374,                0.21337,                0.11715,                 3.1988,                 5.5218,                 2.4362,              5.158e-05,             0.00018231,             0.00018231,             0.00018231
                     35,                 3.0479,                 3.1212,                  2.297,                0.45193,                 0.1876,                0.21387,                0.11692,                 3.2861,                 5.4485,                 2.4407,                      0,              0.0001719,              0.0001719,              0.0001719
                     36,                 3.0088,                 3.0853,                 2.2833,                0.46433,                0.18128,                0.21528,                0.12287,                 3.2371,                 5.3721,                 2.4204,               0.014749,             0.00016148,             0.00016148,             0.00016148
                     37,                 2.9393,                 2.9642,                 2.2635,                0.52695,                0.20165,                0.22969,                0.12899,                 3.3251,                 5.5327,                 2.4442,              0.0073113,             0.00015107,             0.00015107,             0.00015107
                     38,                 2.9809,                  2.933,                 2.2554,                0.49027,                0.19977,                0.22594,                0.12484,                 3.3699,                 5.5074,                 2.4362,             0.00013439,             0.00014065,             0.00014065,             0.00014065
                     39,                 3.1549,                 2.9329,                 2.2458,                0.62364,                0.16869,                0.20901,                0.11428,                 3.3684,                 5.7062,                 2.4448,             5.1103e-05,             0.00013024,             0.00013024,             0.00013024
                     40,                 3.0649,                 3.1259,                 2.2481,                0.51981,                0.19971,                0.21686,                0.11996,                 3.3313,                 5.6102,                 2.4265,               0.038536,             0.00011982,             0.00011982,             0.00011982
                     41,                 2.9533,                 3.1271,                 2.2951,                0.53077,                0.22987,                0.25331,                 0.1446,                 3.3237,                 5.0326,                 2.4013,             0.00020712,             0.00010941,             0.00010941,             0.00010941
                     42,                 2.9588,                 2.9638,                 2.3055,                0.50799,                0.22035,                0.23945,                0.13679,                 3.4305,                 5.4539,                 2.4212,              0.0090182,             9.8993e-05,             9.8993e-05,             9.8993e-05
                     43,                  3.029,                 2.9131,                  2.297,                 0.4876,                0.20439,                0.22547,                0.12586,                 3.3994,                  5.469,                  2.414,             3.0376e-05,             8.8578e-05,             8.8578e-05,             8.8578e-05
                     44,                 3.0299,                 2.8319,                 2.2647,                0.47933,                0.20714,                0.23203,                0.13162,                 3.3879,                  5.204,                  2.399,             4.7783e-05,             7.8164e-05,             7.8164e-05,             7.8164e-05
                     45,                 3.0208,                 2.8087,                 2.2707,                0.51905,                0.19438,                0.22351,                 0.1239,                 3.4821,                 5.7007,                 2.4243,             0.00013028,             6.7749e-05,             6.7749e-05,             6.7749e-05
                     46,                 2.9912,                 2.7592,                 2.2931,                0.49083,                0.17432,                0.21862,                0.12184,                 3.4726,                 5.6928,                 2.4202,                      0,             5.7334e-05,             5.7334e-05,             5.7334e-05
                     47,                  3.042,                 2.6809,                 2.2508,                0.55066,                0.18449,                0.22784,                0.12935,                 3.5146,                  5.726,                 2.4278,              8.331e-05,             4.6919e-05,             4.6919e-05,             4.6919e-05
                     48,                 2.8977,                 2.5954,                 2.2473,                  0.495,                 0.1725,                0.22291,                0.12667,                 3.5246,                 5.7191,                 2.4253,              0.0001275,             3.6504e-05,             3.6504e-05,             3.6504e-05
                     49,                 3.0835,                  2.707,                 2.2317,                 0.5116,                0.16565,                0.21439,                0.12114,                 3.5418,                 5.8662,                 2.4301,             8.7929e-06,              2.609e-05,              2.609e-05,              2.609e-05
                     50,                 3.0328,                 2.6814,                 2.2566,                0.57157,                0.16886,                0.21769,                0.12359,                 3.5563,                 5.8978,                 2.4339,                      0,             1.5675e-05,             1.5675e-05,             1.5675e-05
