                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.4664,                 9.4763,                 2.4193,                0.63263,                0.15363,                0.08882,                0.03787,                 2.2742,                 5.4723,                 2.4576,             0.00017434,             0.00017434,             0.00017434
                      2,                 2.2607,                 5.5884,                 2.2893,                0.19242,                0.17958,                0.14653,                0.07826,                 2.0353,                  5.582,                 2.3613,             0.00034275,             0.00034275,             0.00034275
                      3,                 2.0545,                 4.2657,                 2.2705,                0.21519,                0.21761,                0.18028,                0.09978,                 1.9269,                 4.8712,                 2.4113,             0.00050422,             0.00050422,             0.00050422
                      4,                 2.0543,                 3.9974,                 2.3114,                0.27737,                0.25127,                0.23899,                0.13789,                 1.9089,                 3.5797,                  2.339,             0.00049476,             0.00049476,             0.00049476
                      5,                 1.9693,                 3.6014,                 2.2563,                0.28889,                0.25455,                0.24424,                   0.14,                 1.9314,                 4.2865,                 2.3044,             0.00048434,             0.00048434,             0.00048434
                      6,                 2.0539,                 3.4143,                 2.1979,                0.29666,                0.26429,                0.25566,                0.14613,                  2.036,                 4.0065,                 2.3127,             0.00047393,             0.00047393,             0.00047393
                      7,                 2.0116,                 3.1275,                 2.2185,                0.31375,                 0.2685,                0.27037,                0.15414,                 2.0513,                 3.5471,                 2.2879,             0.00046351,             0.00046351,             0.00046351
                      8,                 1.9428,                 3.8537,                 2.2323,                0.31586,                0.26902,                0.27308,                0.15728,                 1.9969,                  5.397,                 2.2884,              0.0004531,              0.0004531,              0.0004531
                      9,                 1.9442,                 2.9518,                 2.2019,                0.30749,                0.26552,                0.26839,                0.15273,                 2.1857,                 7.1643,                 2.3331,             0.00044268,             0.00044268,             0.00044268
                     10,                 1.9942,                 2.9358,                 2.1928,                0.54074,                0.26438,                0.32024,                0.17355,                 2.1507,                 7.3659,                 2.2946,             0.00043227,             0.00043227,             0.00043227
                     11,                 2.0158,                 2.8807,                 2.1547,                0.32125,                0.28355,                0.28375,                0.16573,                 2.1203,                 4.6014,                 2.2607,             0.00042185,             0.00042185,             0.00042185
                     12,                 2.0273,                 2.6849,                 2.1545,                0.82811,                0.29496,                0.32814,                0.18759,                 2.1439,                 3.4094,                 2.2706,             0.00041144,             0.00041144,             0.00041144
                     13,                 2.0432,                 2.8453,                 2.1652,                0.82435,                0.28313,                0.29488,                0.17605,                 2.1099,                 4.2226,                 2.2199,             0.00040102,             0.00040102,             0.00040102
                     14,                 2.1295,                 2.7749,                 2.1533,                0.83623,                0.28445,                0.30186,                0.17355,                 2.2183,                 3.3482,                 2.2651,             0.00039061,             0.00039061,             0.00039061
                     15,                 2.1041,                 2.5669,                 2.1239,                0.81618,                0.28694,                0.29701,                0.17476,                 2.2208,                 3.9684,                 2.2549,             0.00038019,             0.00038019,             0.00038019
                     16,                  2.061,                 2.5402,                  2.142,                0.83382,                  0.289,                0.31146,                0.18786,                 2.2766,                  3.484,                 2.2501,             0.00036978,             0.00036978,             0.00036978
