                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.9391,                   9.09,                 2.9436,                0.03481,                0.16069,                 0.0349,                0.01967,                 1.8391,                 6.9055,                 2.1552,                0.13849,             0.00040761,             0.00040761,             0.00040761
                      2,                 2.4279,                 7.8143,                 2.3688,                0.13255,                0.14331,                 0.0795,                0.04973,                 1.8178,                 6.0941,                 2.1839,                0.15213,             0.00080795,             0.00080795,             0.00080795
                      3,                 2.2092,                 6.5858,                 2.3491,                0.14492,                 0.1657,                0.11335,                0.07071,                 1.8851,                 8.1968,                  2.206,                0.18494,              0.0011918,              0.0011918,              0.0011918
                      4,                 2.0142,                 5.3647,                 2.2825,                0.14995,                0.25083,                0.14722,                0.08593,                 1.9348,                 13.727,                 2.2616,                0.26578,              0.0011757,              0.0011757,              0.0011757
                      5,                 2.0791,                  4.957,                 2.2754,                0.24292,                0.25256,                0.18187,                0.10816,                  1.874,                 17.504,                 2.2401,                0.16242,               0.001151,               0.001151,               0.001151
                      6,                 2.0975,                 4.9989,                 2.3202,                0.48168,                0.26017,                0.17339,                0.10568,                 1.8205,                 14.648,                 2.1784,                0.16804,              0.0011263,              0.0011263,              0.0011263
                      7,                 2.0087,                 4.5127,                 2.3047,                0.50102,                0.23325,                 0.1607,                0.08736,                 2.1467,                   16.2,                 2.2914,                0.21887,              0.0011015,              0.0011015,              0.0011015
                      8,                 2.1499,                  4.345,                 2.3547,                0.52465,                0.25917,                0.19374,                0.11094,                 2.0028,                 13.676,                 2.2526,                 0.1684,              0.0010768,              0.0010768,              0.0010768
                      9,                 2.0223,                 4.0735,                 2.2956,                0.52013,                0.29384,                0.22035,                0.12918,                 1.8154,                 11.443,                 2.2045,                0.21034,               0.001052,               0.001052,               0.001052
                     10,                 2.0563,                 4.1162,                 2.3358,                0.50199,                0.29958,                0.22562,                0.12972,                 1.8624,                 16.075,                 2.2089,                0.22936,              0.0010273,              0.0010273,              0.0010273
                     11,                 2.0473,                 3.8895,                 2.2649,                 0.5994,                0.31465,                0.26337,                0.14945,                 1.8227,                 7.5573,                 2.2331,                0.29628,              0.0010025,              0.0010025,              0.0010025
                     12,                 2.0182,                 3.6934,                  2.235,                0.58071,                 0.3027,                0.26192,                0.13485,                 2.1319,                  8.113,                  2.322,                0.29096,             0.00097775,             0.00097775,             0.00097775
                     13,                 1.7808,                 3.3723,                 2.3028,                0.62265,                 0.3591,                0.31789,                0.17316,                  1.744,                 7.4692,                 2.1879,                0.30353,               0.000953,               0.000953,               0.000953
                     14,                 1.8935,                 3.5171,                 2.3612,                0.62035,                 0.3418,                0.30419,                0.16409,                 1.8321,                 6.0665,                 2.1934,                0.24198,             0.00092825,             0.00092825,             0.00092825
                     15,                 1.9659,                 3.4461,                 2.3069,                0.66836,                0.36245,                0.34758,                 0.1909,                 1.8087,                 4.6175,                 2.1963,                0.22703,              0.0009035,              0.0009035,              0.0009035
                     16,                 2.0364,                 3.1833,                 2.2338,                0.67212,                0.36075,                0.34165,                0.19031,                 1.7948,                 6.5858,                 2.1907,                0.20405,             0.00087875,             0.00087875,             0.00087875
                     17,                 1.9432,                 3.1609,                  2.252,                0.65573,                0.36602,                0.34651,                0.19111,                 1.8262,                 7.1759,                 2.2021,                 0.1327,               0.000854,               0.000854,               0.000854
                     18,                 1.9383,                 3.0308,                 2.2925,                0.67905,                0.36704,                0.35876,                0.20928,                  1.823,                 6.3799,                 2.1965,                0.18721,             0.00082925,             0.00082925,             0.00082925
                     19,                 1.9894,                 3.1333,                  2.308,                0.65821,                0.37746,                0.36579,                0.20563,                 1.8971,                 5.2052,                 2.1908,                0.17961,              0.0008045,              0.0008045,              0.0008045
                     20,                 1.6987,                 2.8464,                 2.2528,                0.69542,                0.39127,                0.39599,                0.22733,                 1.8344,                 4.2949,                 2.1993,                0.19306,             0.00077975,             0.00077975,             0.00077975
                     21,                 2.0057,                 2.8768,                 2.1692,                0.71106,                0.39658,                0.39958,                0.22039,                 1.9066,                 5.4865,                 2.2452,                0.19245,               0.000755,               0.000755,               0.000755
                     22,                 1.9256,                 2.8481,                 2.2286,                0.70991,                0.39639,                0.40057,                0.22637,                 1.9019,                 6.3009,                  2.229,                0.21471,             0.00073025,             0.00073025,             0.00073025
                     23,                 1.9956,                 2.8055,                 2.2241,                0.70469,                0.39624,                0.39918,                0.22075,                 1.8987,                 5.9532,                 2.1846,                0.17258,              0.0007055,              0.0007055,              0.0007055
                     24,                 1.8047,                 2.7576,                 2.2834,                0.69315,                0.41412,                0.40392,                0.23411,                 1.8154,                 7.3139,                 2.1663,                 0.1863,             0.00068075,             0.00068075,             0.00068075
                     25,                 1.9963,                 2.7325,                 2.2183,                0.68601,                0.39772,                0.38886,                0.22416,                 1.8152,                 8.8153,                  2.137,                 0.1513,               0.000656,               0.000656,               0.000656
                     26,                 2.0152,                 2.8661,                 2.1816,                0.70251,                0.39377,                0.38885,                0.21629,                 1.9374,                 6.8376,                 2.1622,                0.11981,             0.00063125,             0.00063125,             0.00063125
                     27,                  1.814,                 2.5542,                 2.1967,                0.72656,                 0.4251,                0.42263,                0.24454,                 1.8331,                 6.1935,                 2.1421,                0.07487,              0.0006065,              0.0006065,              0.0006065
                     28,                 1.9763,                 2.6489,                 2.2189,                0.73108,                0.40734,                0.41673,                0.23725,                 1.8853,                 12.935,                 2.1625,               0.063076,             0.00058175,             0.00058175,             0.00058175
