                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                 3.5771,                 4.1397,                 2.1209,                0.66491,                0.30317,                0.38189,                0.20277,                 3.3162,                 4.3744,                 2.2583,                0.63608,             0.00025309,             0.00025309,             0.00025309
                     41,                 3.3465,                 5.9397,                 1.9218,                0.27909,                0.43691,                0.36873,                0.19476,                 3.4312,                 5.9198,                 2.2945,                 2.7121,             0.00023109,             0.00023109,             0.00023109
                     42,                 3.3544,                 4.9507,                 2.0665,                0.24647,                0.53151,                0.39722,                0.21716,                 3.2862,                 5.1369,                 2.2492,                0.42639,             0.00020909,             0.00020909,             0.00020909
                     43,                 3.2482,                  4.906,                 1.9367,                0.29102,                0.45879,                0.37598,                0.20583,                 3.3264,                 5.9027,                 2.2536,                 1.0642,             0.00018709,             0.00018709,             0.00018709
                     44,                 3.2857,                 4.8204,                 1.9678,                0.27926,                0.47954,                0.38581,                0.21025,                 3.3529,                 5.7204,                 2.2503,                0.79036,             0.00016509,             0.00016509,             0.00016509
                     45,                 3.5943,                 4.7523,                 2.0474,                 0.2391,                0.50631,                0.37222,                0.19783,                 3.3743,                 5.3246,                 2.2561,                0.97396,              0.0001431,              0.0001431,              0.0001431
                     46,                 3.2355,                 4.6577,                 1.9614,                0.30885,                0.45196,                 0.3804,                0.21151,                 3.3795,                 5.9364,                 2.2538,                0.17186,              0.0001211,              0.0001211,              0.0001211
                     47,                 3.4049,                 4.7898,                 2.0184,                0.27776,                0.44905,                 0.3679,                0.20201,                 3.3984,                 5.8409,                 2.2548,                0.33824,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     48,                 3.5561,                   4.68,                 2.0625,                0.25903,                0.48704,                0.37549,                0.20157,                  3.395,                  5.568,                 2.2584,                0.48998,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     49,                 3.2861,                 4.5295,                 1.9507,                0.25102,                 0.4816,                0.35813,                0.19172,                 3.4294,                 5.6067,                 2.2637,                0.80488,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     50,                 3.4259,                 4.3305,                 2.0172,                0.25423,                0.48472,                0.36011,                0.19383,                 3.4146,                 5.4746,                 2.2519,                0.58328,             3.3108e-05,             3.3108e-05,             3.3108e-05
