                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.8387,                 1.9377,                 2.0011,                0.64559,                0.47022,                0.53085,                0.30774,                 2.7643,                 2.3797,                 2.1927,                0.14894,             0.00067104,             0.00067104,             0.00067104
                     22,                 1.7902,                 1.8436,                  2.001,                0.62686,                 0.4674,                0.52828,                0.30227,                 2.8671,                 2.4008,                 2.1978,                 0.1865,             0.00064905,             0.00064905,             0.00064905
                     23,                 1.8262,                 1.8363,                 1.9837,                0.63941,                0.46536,                0.52996,                 0.3084,                 2.9141,                 2.4317,                 2.1959,                0.24554,             0.00062705,             0.00062705,             0.00062705
                     24,                 1.8657,                 1.8333,                 1.9952,                0.64232,                0.47644,                0.53631,                0.31848,                 2.8411,                 2.3829,                 2.1762,                0.46959,             0.00060505,             0.00060505,             0.00060505
                     25,                 1.9357,                 1.8488,                 1.9839,                0.62831,                0.47421,                0.52474,                0.30388,                 2.9288,                 2.4258,                 2.1904,                0.17792,             0.00058305,             0.00058305,             0.00058305
                     26,                 1.8206,                 1.7983,                 2.0056,                0.64199,                0.46872,                0.52721,                0.30327,                 3.0673,                 2.3302,                 2.2026,                0.11996,             0.00056105,             0.00056105,             0.00056105
                     27,                  1.933,                 1.8216,                 1.9855,                0.64133,                0.46863,                0.52926,                0.30025,                 3.1306,                  2.406,                 2.1955,                0.09024,             0.00053906,             0.00053906,             0.00053906
                     28,                 1.9195,                 1.8061,                 1.9857,                0.63784,                0.46629,                0.52357,                0.30502,                 3.1263,                 2.3462,                 2.1843,                0.14094,             0.00051706,             0.00051706,             0.00051706
                     29,                 1.9527,                  1.779,                 1.9812,                0.64408,                0.47726,                0.53422,                0.30931,                 3.1283,                 2.2429,                 2.1882,                0.18665,             0.00049506,             0.00049506,             0.00049506
                     30,                 2.0236,                 1.7587,                 1.9703,                0.64104,                0.47218,                0.53152,                0.30847,                 3.1366,                 2.3155,                 2.1883,               0.097712,             0.00047306,             0.00047306,             0.00047306
                     31,                 1.9566,                  1.724,                  1.957,                0.63426,                0.47957,                0.53444,                0.31449,                 3.1691,                  2.284,                 2.1729,                0.15663,             0.00045107,             0.00045107,             0.00045107
                     32,                 2.0108,                 1.7271,                 1.9661,                0.63868,                0.46959,                0.53037,                0.30322,                 3.3065,                 2.3635,                 2.2035,                0.28782,             0.00042907,             0.00042907,             0.00042907
                     33,                 2.1388,                 1.7972,                 1.9749,                0.64664,                0.47317,                0.53368,                0.30199,                 3.4044,                 2.3042,                 2.2071,                 0.2066,             0.00040707,             0.00040707,             0.00040707
                     34,                 2.1497,                 1.7605,                 1.9481,                0.65321,                0.47719,                0.54271,                0.32014,                 3.3432,                  2.304,                 2.1809,                0.16584,             0.00038507,             0.00038507,             0.00038507
                     35,                 2.1304,                 1.7415,                 1.9646,                0.64996,                0.47823,                0.53939,                0.31551,                 3.2528,                 2.2992,                 2.1728,                 0.1825,             0.00036307,             0.00036307,             0.00036307
                     36,                 1.9666,                 1.7475,                 1.9632,                0.65524,                0.48124,                0.54602,                0.32035,                 3.3469,                 2.2878,                 2.1694,               0.063297,             0.00034108,             0.00034108,             0.00034108
                     37,                 2.0503,                 1.7274,                 1.9545,                0.64714,                0.47937,                0.53844,                0.31548,                 3.3331,                 2.2897,                 2.1733,               0.047953,             0.00031908,             0.00031908,             0.00031908
                     38,                 2.1901,                 1.7104,                 1.9276,                0.64585,                0.48067,                0.54091,                0.31727,                 3.3796,                 2.2754,                 2.1789,                0.26274,             0.00029708,             0.00029708,             0.00029708
                     39,                 2.0837,                 1.6716,                  1.957,                0.65809,                0.47871,                0.54227,                0.31993,                 3.3456,                 2.2378,                  2.169,                0.24684,             0.00027508,             0.00027508,             0.00027508
                     40,                  2.193,                 1.6841,                 1.9347,                0.63673,                0.47663,                0.53538,                0.30951,                  3.493,                 2.2612,                 2.1871,                0.14607,             0.00025309,             0.00025309,             0.00025309
                     41,                 2.0895,                 1.7604,                 2.0071,                0.64796,                0.46929,                0.53347,                0.31588,                  3.392,                 2.3654,                 2.1755,               0.018229,             0.00023109,             0.00023109,             0.00023109
                     42,                 2.0385,                 1.7402,                 2.0214,                0.65307,                0.47884,                0.54271,                0.32101,                 3.3949,                 2.2946,                 2.1661,               0.087431,             0.00020909,             0.00020909,             0.00020909
                     43,                 2.0846,                 1.7719,                 2.0121,                 0.6543,                0.47741,                0.54407,                0.32506,                 3.4463,                 2.3025,                 2.1789,               0.022135,             0.00018709,             0.00018709,             0.00018709
                     44,                 2.0433,                 1.7116,                 1.9924,                0.65391,                0.47623,                0.54448,                0.32365,                 3.4661,                 2.3306,                 2.1662,               0.069572,             0.00016509,             0.00016509,             0.00016509
                     45,                 2.1075,                 1.7407,                 1.9896,                0.66029,                0.47697,                0.54548,                0.32565,                 3.4392,                 2.2649,                 2.1582,                0.15032,              0.0001431,              0.0001431,              0.0001431
                     46,                 2.0493,                  1.695,                 1.9842,                0.64413,                0.47827,                0.54009,                0.31889,                 3.5449,                 2.2872,                 2.1708,               0.011285,              0.0001211,              0.0001211,              0.0001211
                     47,                  2.083,                 1.7455,                 1.9795,                0.65234,                0.47511,                0.54225,                0.32239,                 3.5549,                 2.3027,                 2.1663,                0.19243,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     48,                 2.1831,                 1.7579,                 1.9712,                0.64954,                0.47823,                0.54346,                0.32026,                 3.5996,                 2.3093,                 2.1752,               0.071825,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     49,                 2.1103,                 1.7199,                 1.9872,                 0.6465,                0.47658,                0.54265,                0.32357,                 3.5727,                 2.3437,                 2.1697,                0.16303,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     50,                 2.1634,                  1.692,                 1.9818,                 0.6597,                0.47129,                0.54211,                0.32171,                  3.609,                 2.3129,                 2.1703,                0.14217,             3.3108e-05,             3.3108e-05,             3.3108e-05
