                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4165,                 6.6479,                  2.108,                0.59544,                0.27288,                0.32438,                0.19202,                 1.9213,                 4.5703,                 2.2214,                0.65645,             0.00036862,             0.00036862,             0.00036862
                      2,                 1.4476,                 3.3349,                 2.0873,                0.74219,                 0.4129,                0.44419,                0.24116,                 1.9506,                 2.9298,                 2.2156,               0.097301,             0.00072432,             0.00072432,             0.00072432
                      3,                 1.3972,                 2.7874,                 2.0946,                0.53218,                0.41562,                0.44076,                0.24664,                 2.0396,                 2.9179,                 2.2233,                0.83398,              0.0010654,              0.0010654,              0.0010654
                      4,                 1.4443,                 2.6978,                 2.0728,                0.57536,                0.43791,                0.46985,                 0.2678,                 1.9898,                 2.6952,                 2.2224,                 0.2168,               0.001045,               0.001045,               0.001045
                      5,                 1.4754,                 2.4176,                 2.0625,                0.57683,                0.43069,                0.46772,                0.26684,                 2.0168,                 2.6303,                 2.2146,                0.42157,               0.001023,               0.001023,               0.001023
                      6,                 1.4611,                 2.3451,                 2.0766,                 0.5858,                0.44224,                0.49204,                0.28158,                 2.0664,                 2.6441,                 2.2216,                 0.2678,               0.001001,               0.001001,               0.001001
                      7,                 1.5357,                 2.2847,                  2.051,                0.58829,                0.44144,                0.47992,                0.27182,                 2.1861,                 2.6113,                  2.224,                0.45047,             0.00097901,             0.00097901,             0.00097901
                      8,                 1.4421,                 2.2147,                 2.0235,                0.61355,                0.45162,                0.50607,                0.29061,                 2.1943,                 2.5727,                 2.2252,                0.37356,             0.00095702,             0.00095702,             0.00095702
                      9,                 1.5927,                 2.2407,                 2.0484,                0.62465,                0.45322,                0.50759,                0.28097,                 2.3967,                 2.5034,                 2.2241,                0.62447,             0.00093502,             0.00093502,             0.00093502
                     10,                 1.5573,                 2.2548,                 2.0474,                 0.6155,                0.47131,                0.51814,                0.29702,                 2.2773,                 2.4555,                 2.2162,                0.51337,             0.00091302,             0.00091302,             0.00091302
                     11,                 1.6012,                 2.0715,                 2.0466,                0.62041,                0.46132,                0.50973,                0.29184,                 2.4198,                 2.3887,                 2.2139,                0.34123,             0.00089102,             0.00089102,             0.00089102
                     12,                 1.6817,                 2.0629,                 2.0402,                0.63285,                0.46271,                 0.5187,                0.29918,                 2.3951,                 2.4519,                 2.2129,                0.23879,             0.00086902,             0.00086902,             0.00086902
                     13,                 1.5578,                 2.0143,                 2.0326,                0.61774,                0.47555,                0.51968,                0.29528,                 2.4807,                 2.3976,                 2.2072,                  0.399,             0.00084703,             0.00084703,             0.00084703
                     14,                 1.6669,                 2.0097,                 2.0344,                0.62657,                0.45678,                0.51405,                0.28534,                 2.6561,                 2.4512,                 2.2456,                 0.6074,             0.00082503,             0.00082503,             0.00082503
                     15,                  1.638,                 1.9524,                 1.9958,                0.64146,                0.46895,                0.52883,                0.30423,                 2.5939,                 2.4288,                 2.2145,                0.39081,             0.00080303,             0.00080303,             0.00080303
                     16,                 1.6835,                 1.9562,                 2.0213,                0.61915,                0.47089,                0.51682,                0.29121,                 2.6507,                 2.3611,                 2.2107,                0.25947,             0.00078103,             0.00078103,             0.00078103
                     17,                 1.6846,                 1.9511,                 2.0105,                0.61926,                0.46162,                0.51739,                0.29168,                 2.6733,                 2.5027,                 2.2087,                0.26845,             0.00075904,             0.00075904,             0.00075904
                     18,                 1.7215,                 1.9222,                 2.0062,                0.62656,                0.47157,                0.52423,                0.30667,                 2.6107,                 2.3961,                 2.1904,                 0.1672,             0.00073704,             0.00073704,             0.00073704
                     19,                  1.692,                 1.8493,                 2.0141,                0.62086,                0.47357,                0.52245,                0.30046,                 2.7978,                 2.3661,                 2.2094,               0.050595,             0.00071504,             0.00071504,             0.00071504
                     20,                 1.7648,                 1.8769,                 1.9782,                0.63922,                0.48085,                0.53329,                0.30722,                 2.7923,                 2.3005,                 2.2035,                0.20821,             0.00069304,             0.00069304,             0.00069304
