                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 3.1283,                 5.4657,                 2.1293,                0.18835,                 0.5059,                0.34792,                0.17792,                 2.8984,                 4.7411,                 2.3241,                0.77931,             0.00069304,             0.00069304,             0.00069304
                     21,                 3.3162,                 5.0243,                 2.1946,                0.48303,                0.39299,                0.38754,                 0.1902,                 2.9061,                  4.432,                 2.3168,                0.60638,             0.00067104,             0.00067104,             0.00067104
                     22,                 3.1933,                 4.3927,                 2.2225,                0.23583,                0.51737,                0.41025,                0.21893,                 2.9547,                 4.5557,                 2.3045,                0.77983,             0.00064905,             0.00064905,             0.00064905
                     23,                 3.2161,                 4.3412,                 2.1633,                0.20586,                0.52154,                0.38306,                0.20079,                 2.9092,                 4.5852,                 2.2882,                0.73873,             0.00062705,             0.00062705,             0.00062705
                     24,                 3.2562,                 4.8598,                 2.1562,                0.21628,                0.49813,                0.37115,                  0.192,                 2.9533,                 4.8099,                 2.2849,                  1.302,             0.00060505,             0.00060505,             0.00060505
                     25,                 3.3757,                 4.6113,                 2.1545,                0.24578,                0.44726,                0.34954,                0.17988,                 2.9302,                 5.6685,                 2.3053,                0.92871,             0.00058305,             0.00058305,             0.00058305
                     26,                  3.351,                 5.2124,                 2.1696,                0.21655,                0.53135,                0.40867,                0.21726,                 3.0425,                 4.4854,                 2.3003,                0.59949,             0.00056105,             0.00056105,             0.00056105
                     27,                 3.3609,                 4.6768,                  2.174,                0.20418,                0.52391,                0.40003,                0.20524,                 3.0548,                 4.5424,                 2.2759,                0.67978,             0.00053906,             0.00053906,             0.00053906
                     28,                 3.4706,                 4.6651,                 2.1698,                0.21846,                0.51523,                0.38585,                0.19452,                 3.1767,                 4.9384,                 2.3122,                 0.5642,             0.00051706,             0.00051706,             0.00051706
                     29,                 3.3798,                 4.5207,                 2.1864,                0.67209,                0.32477,                0.40579,                0.20304,                 3.1595,                 4.0667,                 2.3059,                0.48131,             0.00049506,             0.00049506,             0.00049506
                     30,                 3.2722,                 4.1796,                 2.1171,                0.73522,                0.31247,                0.41598,                  0.218,                  3.083,                 4.3927,                 2.2949,                 1.3696,             0.00047306,             0.00047306,             0.00047306
                     31,                 3.4253,                 3.9971,                 2.1335,                0.49065,                0.32227,                0.39079,                0.20033,                 3.1719,                 3.9771,                 2.2914,                 1.4211,             0.00045107,             0.00045107,             0.00045107
                     32,                 3.4104,                 4.0198,                 2.1661,                0.36129,                0.45904,                0.39592,                0.20575,                 3.1722,                 4.1934,                 2.2827,                0.36914,             0.00042907,             0.00042907,             0.00042907
                     33,                 3.5159,                 4.0614,                 2.1363,                0.59337,                0.36166,                0.38646,                 0.1969,                 3.3086,                 4.2453,                 2.2873,                 1.0371,             0.00040707,             0.00040707,             0.00040707
                     34,                 3.5933,                 4.5098,                 2.1303,                0.42681,                0.39679,                0.39173,                0.20806,                 3.2072,                 4.2519,                 2.2723,                 1.8074,             0.00038507,             0.00038507,             0.00038507
                     35,                 3.4262,                 4.7789,                 2.1538,                0.21363,                 0.5337,                0.41734,                0.22424,                 3.1158,                 4.2741,                 2.2417,                 1.3734,             0.00036307,             0.00036307,             0.00036307
                     36,                 3.3316,                 4.5124,                 2.1098,                 0.5701,                0.38871,                0.42586,                0.22275,                 3.2436,                 4.2818,                 2.2555,                 0.4248,             0.00034108,             0.00034108,             0.00034108
                     37,                 3.5308,                 4.6256,                 2.1096,                0.58591,                0.32568,                0.39898,                0.21143,                 3.2721,                 4.5614,                 2.2669,                0.69753,             0.00031908,             0.00031908,             0.00031908
                     38,                 3.5631,                 3.7407,                 2.1194,                0.49455,                0.34655,                0.38555,                0.19957,                 3.3165,                 4.1086,                 2.2526,                0.98604,             0.00029708,             0.00029708,             0.00029708
                     39,                 3.5442,                 4.4265,                 2.1292,                0.26104,                 0.5101,                 0.4115,                0.22429,                  3.233,                  4.937,                 2.2501,                 3.2999,             0.00027508,             0.00027508,             0.00027508
                     40,                 3.6014,                 4.2796,                 2.1413,                0.60628,                 0.3369,                 0.4073,                0.21616,                 3.3127,                 4.1238,                 2.2545,                0.95428,             0.00025309,             0.00025309,             0.00025309
                     41,                 3.3479,                 6.2149,                 1.9311,                0.28013,                0.44731,                0.39571,                0.20851,                 3.4289,                 5.8875,                 2.2879,                 2.5571,             0.00023109,             0.00023109,             0.00023109
                     42,                  3.405,                 5.0612,                 2.0754,                0.25612,                 0.5022,                0.41309,                0.22537,                 3.2738,                 5.2704,                 2.2459,                0.62073,             0.00020909,             0.00020909,             0.00020909
                     43,                 3.2744,                 4.9798,                 1.9428,                0.29563,                0.48164,                0.41326,                0.22668,                 3.2772,                   5.74,                 2.2453,                 1.9691,             0.00018709,             0.00018709,             0.00018709
                     44,                 3.3302,                 4.8044,                 1.9732,                0.28022,                  0.483,                0.40631,                 0.2173,                 3.3242,                  5.695,                 2.2477,                 1.0664,             0.00016509,             0.00016509,             0.00016509
                     45,                 3.5922,                  4.816,                 2.0512,                0.23201,                0.48861,                0.37574,                0.19576,                 3.4045,                 5.4499,                 2.2624,                 1.7228,              0.0001431,              0.0001431,              0.0001431
                     46,                 3.2392,                 4.6228,                 1.9615,                0.32127,                0.45777,                0.40994,                0.22848,                 3.3451,                 5.8903,                 2.2474,                0.22987,              0.0001211,              0.0001211,              0.0001211
                     47,                  3.476,                 4.8378,                 2.0344,                0.29836,                0.45341,                0.40324,                0.21795,                 3.4216,                 5.8786,                 2.2589,                0.51313,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     48,                 3.5749,                 4.7463,                  2.061,                0.27206,                0.48892,                 0.4054,                0.21901,                 3.3999,                 5.5926,                 2.2542,                0.58974,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     49,                 3.3088,                 4.5618,                 1.9519,                 0.2634,                0.48434,                0.39347,                0.21106,                  3.421,                 5.6076,                 2.2566,                 1.1387,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     50,                 3.4257,                  4.357,                 2.0276,                0.25671,                0.48841,                 0.3904,                0.20704,                 3.4467,                 5.4384,                  2.255,                 0.9327,             3.3108e-05,             3.3108e-05,             3.3108e-05
