                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,      train/replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.5727,                 13.136,                 2.2377,                0.11062,                0.23967,                0.14882,                0.08586,                 1.9943,                 7.1666,                 2.2495,                0.99456,             0.00036862,             0.00036862,             0.00036862
                      2,                 2.5882,                 8.2553,                 2.2553,                0.47815,                0.15659,                0.22237,                0.10021,                  2.347,                 5.5991,                 2.3192,                 1.1602,             0.00072432,             0.00072432,             0.00072432
                      3,                 2.6486,                 8.7223,                 2.2666,                0.66732,                0.18643,                0.27831,                0.13642,                 2.0901,                 5.6641,                  2.273,                 0.9991,              0.0010654,              0.0010654,              0.0010654
                      4,                  2.718,                 7.4757,                 2.2396,                0.13274,                 0.3834,                 0.2778,                0.12625,                 2.1822,                 5.1185,                 2.3051,                 1.2776,               0.001045,               0.001045,               0.001045
                      5,                 2.6549,                 7.7166,                 2.2069,                 0.1623,                0.38385,                 0.2531,                0.11696,                 2.3445,                 5.9586,                 2.3536,                 1.6412,               0.001023,               0.001023,               0.001023
                      6,                 2.7724,                 6.5594,                 2.2519,                0.16631,                0.44135,                0.29507,                0.14849,                 2.3028,                  5.354,                 2.3197,                 1.9252,               0.001001,               0.001001,               0.001001
                      7,                 2.7634,                 5.7037,                 2.2555,                0.18298,                0.43717,                0.29025,                0.14336,                 2.3637,                 5.1659,                 2.3351,                 1.5016,             0.00097901,             0.00097901,             0.00097901
                      8,                 2.8328,                 6.2468,                 2.2695,                0.18232,                0.41807,                0.30764,                0.15317,                  2.441,                 4.9284,                  2.331,                0.96448,             0.00095702,             0.00095702,             0.00095702
                      9,                 2.8939,                 5.2783,                 2.2365,                0.48876,                0.28111,                 0.3423,                0.17197,                 2.4174,                 4.3334,                  2.329,                 1.9473,             0.00093502,             0.00093502,             0.00093502
                     10,                 3.1004,                 7.0454,                 2.2798,                0.19042,                 0.4574,                0.35488,                0.18235,                 2.3916,                  4.923,                 2.3048,                 1.3277,             0.00091302,             0.00091302,             0.00091302
                     11,                 3.0128,                 5.5937,                 2.2112,                0.69965,                0.26894,                0.35092,                0.17585,                 2.6233,                  4.496,                 2.3529,                 1.5469,             0.00089102,             0.00089102,             0.00089102
                     12,                 2.9898,                 4.9171,                 2.2357,                0.19015,                0.50586,                 0.3769,                0.19105,                 2.4719,                 4.6652,                 2.2986,                 1.0994,             0.00086902,             0.00086902,             0.00086902
                     13,                 2.9101,                 6.0001,                 2.2075,                0.16302,                0.46258,                0.33845,                0.16363,                  2.744,                 4.8669,                 2.3312,                 2.9333,             0.00084703,             0.00084703,             0.00084703
                     14,                 2.9611,                 5.5518,                  2.264,                0.58949,                 0.3907,                0.39952,                0.20117,                 2.6618,                 4.3614,                 2.3258,                 0.9095,             0.00082503,             0.00082503,             0.00082503
                     15,                 2.8266,                 5.1786,                 2.1817,                0.19946,                0.49995,                0.39628,                0.19993,                 2.6173,                 4.2636,                 2.3035,                 2.3208,             0.00080303,             0.00080303,             0.00080303
                     16,                 2.9903,                 5.1784,                 2.1629,                 0.5088,                0.39355,                0.33825,                0.16696,                 2.6397,                  4.436,                 2.2883,                0.96501,             0.00078103,             0.00078103,             0.00078103
                     17,                 3.1841,                 5.1424,                 2.2245,                0.20786,                0.51278,                0.37092,                0.18931,                 2.6692,                 4.9443,                 2.3123,                0.62428,             0.00075904,             0.00075904,             0.00075904
                     18,                 3.0768,                 4.5901,                 2.2311,                0.55381,                0.39554,                0.41177,                0.20418,                 2.8085,                 4.0779,                 2.2946,                 1.2403,             0.00073704,             0.00073704,             0.00073704
                     19,                 3.2862,                 5.5144,                 2.2335,                0.23557,                0.46116,                0.37332,                0.17924,                 2.9837,                 5.4087,                 2.3237,                 1.1203,             0.00071504,             0.00071504,             0.00071504
