                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.8897,                 11.272,                 3.4721,                0.48363,                0.05877,                0.08481,                0.04517,                 2.9459,                 8.2888,                 2.9679,             0.00016762,             0.00017434,             0.00017434,             0.00017434
                      2,                 2.8926,                  8.253,                  2.713,                 0.7264,                 0.0898,                0.12375,                 0.0677,                 2.3811,                 6.2513,                 2.7369,             3.3541e-05,             0.00034275,             0.00034275,             0.00034275
                      3,                 2.7514,                 6.5463,                 2.6355,                0.59901,                 0.1009,                0.10694,                0.05838,                 2.4507,                 5.8829,                 2.7464,             1.5257e-05,             0.00050422,             0.00050422,             0.00050422
                      4,                  2.628,                 5.8121,                 2.6339,                0.50717,                0.10217,                0.10695,                0.06165,                  2.403,                 6.4198,                 2.7098,             0.00011199,             0.00049476,             0.00049476,             0.00049476
                      5,                 2.6768,                 5.6051,                 2.6237,                0.44198,                0.09597,                0.11381,                0.06688,                 2.4266,                 6.6987,                 2.6978,             0.00015116,             0.00048434,             0.00048434,             0.00048434
                      6,                 2.6566,                 5.2188,                 2.5909,                 0.4609,                0.12068,                0.12581,                0.07247,                  2.338,                  5.497,                 2.6126,                      0,             0.00047393,             0.00047393,             0.00047393
                      7,                 2.6587,                 4.8945,                 2.5261,                 0.4195,                0.12837,                0.13762,                0.08008,                 2.6066,                 5.4461,                 2.6406,                      0,             0.00046351,             0.00046351,             0.00046351
                      8,                 2.6451,                 4.8194,                 2.5426,                0.40793,                 0.1232,                0.12918,                0.07146,                 2.5406,                  5.889,                 2.6381,             9.6942e-05,              0.0004531,              0.0004531,              0.0004531
                      9,                 2.6379,                 4.6134,                 2.4871,                0.34085,                0.17264,                0.14494,                0.08112,                 2.3636,                 5.1021,                 2.5666,             5.2616e-05,             0.00044268,             0.00044268,             0.00044268
                     10,                 2.6456,                 4.3603,                  2.481,                0.36252,                 0.1381,                0.12533,                0.07192,                 2.5554,                 6.5259,                 2.6345,             0.00011313,             0.00043227,             0.00043227,             0.00043227
