                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.9733,                 10.918,                 2.7925,                0.01961,                 0.0561,                 0.0212,                0.00846,                 3.3826,                  9.231,                 2.7102,                      0,             0.00036552,             0.00036552,             0.00036552
                      2,                 3.8161,                 10.518,                 2.6351,                0.02438,                0.08164,                0.02667,                0.01054,                 3.3039,                 8.4533,                 2.7051,                      0,             0.00072129,             0.00072129,             0.00072129
                      3,                 3.6021,                 9.9402,                  2.589,                0.66732,                0.03505,                0.03041,                0.01196,                 3.2232,                 7.8497,                 2.6896,                      0,              0.0010624,              0.0010624,              0.0010624
                      4,                 3.7641,                 9.2119,                 2.5292,                 0.4474,                   0.04,                0.03744,                0.01399,                 3.2531,                 7.1648,                 2.6766,                      0,               0.001045,               0.001045,               0.001045
                      5,                 3.4627,                 8.5752,                 2.4874,                0.44534,                0.06854,                0.04597,                0.01743,                 3.1837,                 6.7527,                 2.6524,                      0,               0.001023,               0.001023,               0.001023
                      6,                 3.6912,                  7.546,                  2.465,                  0.066,                 0.0604,                0.04541,                0.01861,                 3.1913,                 6.5055,                 2.6883,                      0,               0.001001,               0.001001,               0.001001
                      7,                 3.5073,                 6.3551,                 2.5023,                0.54348,                0.03168,                0.03933,                0.01817,                 3.1718,                 8.0214,                 2.6723,                      0,             0.00097901,             0.00097901,             0.00097901
                      8,                 3.3608,                 5.9503,                 2.4876,                0.59315,                0.03051,                0.04766,                0.02049,                 3.1338,                 7.3893,                 2.6527,                      0,             0.00095702,             0.00095702,             0.00095702
                      9,                 3.3302,                 5.8464,                 2.5237,                0.55353,                0.04247,                0.06198,                0.02702,                 3.2056,                   6.43,                 2.6158,                      0,             0.00093502,             0.00093502,             0.00093502
                     10,                 3.4869,                 5.7256,                 2.5017,                0.33277,                0.08213,                0.06965,                0.02896,                 3.0987,                 5.6044,                 2.5875,                      0,             0.00091302,             0.00091302,             0.00091302
                     11,                 3.3591,                 5.4694,                  2.494,                0.33732,                0.09075,                0.07387,                 0.0328,                 3.0729,                 5.4661,                 2.5798,                      0,             0.00089102,             0.00089102,             0.00089102
                     12,                 3.4888,                  5.448,                 2.4904,                0.34543,                0.09196,                0.07782,                0.03389,                 3.0989,                 5.5147,                 2.5854,                      0,             0.00086902,             0.00086902,             0.00086902
                     13,                 3.4723,                 5.2376,                 2.4549,                0.35875,                0.09065,                 0.0786,                0.03443,                  3.102,                 5.5776,                 2.5419,                      0,             0.00084703,             0.00084703,             0.00084703
                     14,                 3.3657,                 4.9213,                 2.4297,                0.16788,                0.08913,                0.08783,                0.03779,                 3.0612,                 5.4469,                 2.5403,                      0,             0.00082503,             0.00082503,             0.00082503
                     15,                 3.3756,                 5.0559,                 2.4334,                0.18654,                0.09349,                0.08976,                 0.0401,                 3.2192,                 5.4989,                 2.5526,                      0,             0.00080303,             0.00080303,             0.00080303
                     16,                 3.3314,                 4.9535,                 2.3814,                0.14809,                 0.0953,                0.09888,                0.04384,                 3.0444,                 5.3075,                 2.5585,                      0,             0.00078103,             0.00078103,             0.00078103
                     17,                 3.5181,                  5.374,                 2.4911,                0.13167,                0.09327,                0.09192,                0.03899,                 3.1609,                 5.3147,                 2.5696,                      0,             0.00075904,             0.00075904,             0.00075904
                     18,                 3.1347,                 4.8686,                 2.4028,                0.13905,                0.10243,                0.09759,                0.04354,                 3.0501,                 5.2698,                 2.5385,                      0,             0.00073704,             0.00073704,             0.00073704
                     19,                 3.6504,                 4.9686,                 2.3923,                0.18305,                0.10127,                0.09803,                0.04394,                 3.2414,                 5.2986,                 2.5587,                      0,             0.00071504,             0.00071504,             0.00071504
                     20,                 3.5175,                 4.8085,                 2.3825,                 0.2035,                0.10482,                0.10493,                0.04765,                 3.1774,                 5.2587,                  2.532,                      0,             0.00069304,             0.00069304,             0.00069304
                     21,                 3.4488,                 4.6684,                  2.378,                0.28532,                 0.1191,                0.10714,                0.04696,                 3.1951,                 5.2393,                 2.5071,                      0,             0.00067104,             0.00067104,             0.00067104
                     22,                 3.4807,                 4.8757,                 2.3629,                0.23547,                0.13629,                0.10959,                0.04872,                 3.1886,                 5.1905,                 2.4953,                      0,             0.00064905,             0.00064905,             0.00064905
                     23,                  3.529,                 4.7956,                  2.388,                0.23501,                0.12823,                0.10847,                0.04832,                  3.196,                 5.1191,                 2.4935,                      0,             0.00062705,             0.00062705,             0.00062705
                     24,                 3.1544,                 4.4993,                 2.3588,                0.26992,                 0.1314,                0.11013,                0.04872,                 3.1749,                 5.0157,                 2.5091,                      0,             0.00060505,             0.00060505,             0.00060505
                     25,                  3.378,                 4.8539,                  2.383,                 0.2887,                0.13545,                  0.113,                0.04988,                 3.2963,                 4.9986,                 2.5206,                      0,             0.00058305,             0.00058305,             0.00058305
                     26,                 3.4895,                 4.7873,                 2.3737,                0.25777,                0.13062,                0.11751,                0.05315,                 3.2299,                 5.0676,                 2.4826,                      0,             0.00056105,             0.00056105,             0.00056105
                     27,                  3.353,                 4.4461,                 2.3412,                0.28813,                0.12742,                0.12218,                0.05648,                  3.204,                 5.1508,                 2.4832,                      0,             0.00053906,             0.00053906,             0.00053906
                     28,                 3.6239,                 4.6114,                 2.3553,                0.23671,                0.13783,                0.11962,                0.05394,                  3.337,                 5.0483,                 2.4892,                      0,             0.00051706,             0.00051706,             0.00051706
                     29,                 3.2977,                 4.3914,                 2.3023,                0.47592,                0.12816,                0.12655,                0.05775,                 3.2114,                 5.0225,                 2.4674,                      0,             0.00049506,             0.00049506,             0.00049506
                     30,                 3.6852,                 4.6895,                 2.3601,                0.40877,                0.16085,                0.12074,                0.05446,                 3.2994,                 4.9934,                 2.4714,                      0,             0.00047306,             0.00047306,             0.00047306
                     31,                 3.5949,                 4.6263,                 2.3249,                0.42898,                0.16204,                 0.1219,                0.05479,                 3.3283,                   4.92,                  2.473,                      0,             0.00045107,             0.00045107,             0.00045107
                     32,                 3.4958,                 4.6215,                 2.3314,                0.46033,                0.15415,                0.12815,                0.05807,                  3.303,                 4.9736,                 2.4706,                      0,             0.00042907,             0.00042907,             0.00042907
                     33,                 3.7429,                 4.6806,                 2.3463,                0.46476,                0.14569,                0.12517,                0.05624,                 3.3841,                  4.923,                 2.4811,                      0,             0.00040707,             0.00040707,             0.00040707
                     34,                 3.4109,                 4.3523,                 2.3121,                0.46238,                0.14518,                0.12819,                0.05796,                 3.3335,                  4.864,                 2.4685,                      0,             0.00038507,             0.00038507,             0.00038507
                     35,                 3.4556,                 4.4047,                 2.2989,                0.46403,                 0.1488,                0.12787,                0.05822,                 3.4019,                 4.9086,                 2.4754,                      0,             0.00036307,             0.00036307,             0.00036307
                     36,                 3.7184,                 4.3446,                 2.2832,                0.47362,                0.14612,                0.12747,                0.05756,                 3.4386,                 4.8585,                 2.4712,                      0,             0.00034108,             0.00034108,             0.00034108
                     37,                  3.496,                 4.5279,                 2.3381,                0.46867,                0.15111,                0.13217,                0.06039,                  3.312,                 4.8295,                 2.4515,                      0,             0.00031908,             0.00031908,             0.00031908
                     38,                   3.57,                 4.2738,                 2.3019,                0.46981,                0.14603,                0.13313,                0.06179,                 3.3112,                 4.8568,                 2.4407,                      0,             0.00029708,             0.00029708,             0.00029708
                     39,                 3.8748,                 4.5353,                 2.3076,                0.46154,                0.15058,                0.12847,                0.05837,                 3.4286,                 4.8644,                 2.4496,                      0,             0.00027508,             0.00027508,             0.00027508
                     40,                 3.6573,                 4.3038,                 2.2957,                0.45865,                0.14612,                0.12708,                0.05765,                 3.4796,                  4.858,                 2.4605,                      0,             0.00025309,             0.00025309,             0.00025309
                     41,                 3.7925,                  5.537,                 2.4137,                0.42522,                0.16599,                0.12664,                0.05656,                 3.5085,                 4.7689,                 2.4714,                      0,             0.00023109,             0.00023109,             0.00023109
                     42,                 3.3897,                  4.965,                 2.4353,                0.44299,                0.16145,                 0.1321,                0.05993,                 3.4321,                 4.7214,                 2.4611,                      0,             0.00020909,             0.00020909,             0.00020909
                     43,                 3.6896,                 5.2137,                 2.3987,                0.45061,                0.16683,                0.13267,                0.05987,                 3.4588,                 4.6718,                   2.45,                      0,             0.00018709,             0.00018709,             0.00018709
                     44,                 3.5493,                 4.8099,                 2.3804,                0.45008,                 0.1686,                0.13323,                0.05943,                 3.4915,                 4.6557,                 2.4468,                      0,             0.00016509,             0.00016509,             0.00016509
                     45,                 3.5104,                 4.9712,                    2.4,                0.44497,                0.16635,                0.13461,                0.06047,                 3.4705,                 4.6631,                 2.4452,                      0,              0.0001431,              0.0001431,              0.0001431
                     46,                 3.5408,                 5.0156,                 2.3875,                0.45539,                0.15802,                0.13511,                0.06132,                 3.4733,                 4.6966,                 2.4417,                      0,              0.0001211,              0.0001211,              0.0001211
                     47,                 3.7417,                 5.1644,                 2.4067,                0.44777,                0.15915,                0.13331,                0.06037,                 3.5045,                 4.6792,                 2.4445,                      0,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     48,                 3.6667,                 5.3173,                 2.4019,                0.45854,                0.15622,                0.13493,                0.06079,                 3.5228,                 4.6814,                 2.4443,                      0,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     49,                 3.4584,                 5.0617,                 2.3926,                0.46713,                0.14828,                0.13506,                0.06097,                 3.5413,                 4.7092,                 2.4404,                      0,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     50,                 3.6698,                 4.9946,                 2.3911,                 0.4723,                0.14708,                0.13613,                0.06164,                 3.5501,                 4.7154,                 2.4372,                      0,             3.3108e-05,             3.3108e-05,             3.3108e-05
