                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3528,                 6.7036,                 2.0595,                0.14106,                0.33643,                0.25867,                0.15905,                 1.8803,                 4.6045,                 2.1643,                0.48691,             0.00036862,             0.00036862,             0.00036862
                      2,                 1.4126,                 3.2656,                 2.0477,                0.53112,                0.41571,                0.43445,                0.24763,                 1.8557,                 3.1733,                 2.1353,                 1.4166,             0.00072432,             0.00072432,             0.00072432
                      3,                 1.3683,                 2.8019,                 2.0499,                0.53386,                0.41245,                 0.4418,                0.24511,                 1.9896,                 2.9114,                 2.1848,                0.59993,              0.0010654,              0.0010654,              0.0010654
                      4,                 1.4228,                 2.6748,                 2.0429,                 0.5769,                0.43434,                0.47116,                0.26874,                 1.9779,                 2.6787,                 2.1896,                0.66107,               0.001045,               0.001045,               0.001045
                      5,                 1.3888,                 2.3059,                 2.0083,                0.57758,                0.43908,                0.47169,                0.26842,                 1.9642,                 2.6319,                 2.1658,                 0.5019,               0.001023,               0.001023,               0.001023
                      6,                 1.4228,                 2.3303,                 2.0335,                0.56877,                0.42671,                0.46431,                0.26413,                 2.0506,                 2.7312,                 2.1883,                 1.7046,               0.001001,               0.001001,               0.001001
                      7,                 1.4831,                 2.2366,                 2.0078,                0.58746,                0.45183,                0.48547,                0.27691,                 2.1258,                 2.6055,                 2.1983,                 1.0836,             0.00097901,             0.00097901,             0.00097901
                      8,                 1.4293,                 2.2099,                  1.997,                0.61142,                0.46119,                0.51229,                0.28953,                 2.1366,                 2.5098,                 2.1871,                0.80353,             0.00095702,             0.00095702,             0.00095702
                      9,                 1.5665,                 2.1922,                 2.0108,                0.60916,                0.44517,                0.49215,                0.27954,                 2.2809,                 2.5624,                 2.1811,                 1.5197,             0.00093502,             0.00093502,             0.00093502
                     10,                 1.5186,                 2.2889,                 2.0168,                0.61451,                0.46509,                0.50963,                0.29029,                  2.273,                 2.5189,                   2.19,                0.25739,             0.00091302,             0.00091302,             0.00091302
                     11,                 1.5894,                 2.1427,                 2.0136,                0.60235,                0.46138,                0.50091,                0.28679,                 2.3442,                 2.4471,                 2.1731,                 0.3102,             0.00089102,             0.00089102,             0.00089102
                     12,                 1.6655,                 2.1152,                 2.0028,                0.62359,                0.45776,                0.51331,                0.29641,                 2.3618,                 2.4238,                 2.1805,                0.77305,             0.00086902,             0.00086902,             0.00086902
                     13,                 1.5492,                 2.0979,                 2.0123,                0.60263,                 0.4696,                0.50628,                0.29753,                 2.2928,                 2.4946,                 2.1497,                0.27137,             0.00084703,             0.00084703,             0.00084703
                     14,                  1.668,                 2.0764,                 2.0159,                0.62443,                0.45786,                0.51157,                0.28878,                 2.5537,                  2.429,                    2.2,                0.96232,             0.00082503,             0.00082503,             0.00082503
                     15,                 1.6453,                  1.996,                 1.9768,                0.63038,                0.46622,                0.52483,                0.30605,                 2.4975,                 2.4909,                 2.1717,                 1.7512,             0.00080303,             0.00080303,             0.00080303
                     16,                 1.6673,                 1.9893,                 1.9883,                0.61306,                0.46826,                0.51418,                0.29287,                 2.5989,                 2.3668,                 2.1802,                  1.127,             0.00078103,             0.00078103,             0.00078103
                     17,                 1.6659,                 1.9827,                 1.9846,                0.62684,                0.46787,                0.52576,                0.30287,                 2.5951,                 2.4333,                 2.1678,                0.98169,             0.00075904,             0.00075904,             0.00075904
                     18,                 1.7219,                 1.9703,                 1.9831,                0.63866,                0.46199,                0.52296,                0.31008,                 2.5651,                 2.3786,                 2.1458,                 2.3757,             0.00073704,             0.00073704,             0.00073704
                     19,                 1.6945,                 1.8912,                 1.9837,                0.62022,                0.47191,                0.51748,                0.29919,                 2.7031,                  2.337,                 2.1555,                0.79774,             0.00071504,             0.00071504,             0.00071504
                     20,                 1.7654,                 1.9072,                 1.9604,                0.62322,                0.46231,                0.51326,                0.29688,                 2.7542,                 2.4275,                 2.1718,                0.33301,             0.00069304,             0.00069304,             0.00069304
                     21,                 1.8292,                 1.9588,                 1.9765,                 0.6307,                0.47444,                0.52892,                0.30963,                 2.6666,                 2.3691,                 2.1417,                0.58064,             0.00067104,             0.00067104,             0.00067104
                     22,                 1.8001,                 1.8723,                 1.9795,                0.62358,                0.46723,                0.52116,                0.30113,                 2.8822,                 2.4251,                 2.1728,                 3.3583,             0.00064905,             0.00064905,             0.00064905
                     23,                 1.8394,                 1.8527,                 1.9693,                0.62873,                0.46522,                0.52001,                0.29934,                 2.8632,                 2.4256,                 2.1599,                0.33124,             0.00062705,             0.00062705,             0.00062705
                     24,                 1.8701,                 1.8611,                 1.9735,                0.64179,                 0.4736,                0.53232,                0.31505,                 2.8341,                 2.3725,                  2.151,                 0.3174,             0.00060505,             0.00060505,             0.00060505
                     25,                 1.9323,                 1.8893,                 1.9641,                0.63946,                0.46876,                 0.5253,                0.30611,                 2.8643,                 2.3971,                 2.1509,                0.31562,             0.00058305,             0.00058305,             0.00058305
