                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,            replay_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.8897,                 11.272,                 3.4721,                0.48363,                0.05877,                0.08481,                0.04517,                 2.9459,                 8.2888,                 2.9679,             0.00016762,             0.00017434,             0.00017434,             0.00017434
                      2,                 2.8934,                 8.2635,                 2.7128,                0.72391,                0.08944,                0.12547,                0.06842,                 2.3849,                 6.2651,                  2.738,              3.406e-05,             0.00033814,             0.00033814,             0.00033814
                      3,                 2.7498,                 6.5653,                 2.6337,                0.60809,                0.09882,                0.10489,                0.05695,                 2.4361,                 5.9152,                 2.7389,             1.4928e-05,             0.00049036,             0.00049036,             0.00049036
                      4,                 2.6238,                  5.812,                 2.6298,                0.50287,                0.10587,                0.10729,                0.06258,                 2.4643,                 6.3959,                 2.7286,             0.00011048,             0.00047393,             0.00047393,             0.00047393
                      5,                 2.6797,                 5.6067,                 2.6297,                0.36652,                0.09278,                0.11068,                 0.0646,                 2.4819,                 7.0531,                 2.7373,             0.00015814,             0.00045657,             0.00045657,             0.00045657
                      6,                 2.6532,                 5.2107,                 2.5891,                0.44776,                0.11974,                0.11996,                0.06917,                 2.3448,                 5.5963,                 2.6124,                      0,             0.00043921,             0.00043921,             0.00043921
                      7,                 2.6623,                 4.9102,                 2.5209,                 0.3791,                0.12807,                0.12989,                 0.0748,                 2.5897,                  5.471,                 2.6423,                      0,             0.00042185,             0.00042185,             0.00042185
                      8,                 2.6456,                 4.8364,                 2.5374,                0.41006,                0.10441,                0.11514,                 0.0639,                 2.5076,                 6.2358,                 2.6373,             0.00010359,             0.00040449,             0.00040449,             0.00040449
                      9,                 2.6375,                 4.6195,                 2.4858,                0.33399,                0.15637,                0.13784,                0.07744,                 2.4085,                 5.4108,                 2.5839,             5.1754e-05,             0.00038714,             0.00038714,             0.00038714
                     10,                 2.6492,                 4.3753,                 2.4765,                0.37927,                0.16714,                0.15637,                0.08814,                 2.4453,                 5.4317,                 2.5895,             0.00011863,             0.00036978,             0.00036978,             0.00036978
                     11,                 2.5731,                 4.3435,                 2.4707,                0.31492,                0.16556,                0.13528,                 0.0759,                 2.5645,                 5.9132,                 2.5866,              0.0047527,             0.00035242,             0.00035242,             0.00035242
                     12,                  2.629,                 4.0631,                 2.4548,                0.37151,                0.17257,                0.14717,                0.08613,                 2.4452,                  6.444,                 2.5539,             0.00012905,             0.00033506,             0.00033506,             0.00033506
                     13,                 2.6878,                 4.2275,                 2.4673,                0.37721,                 0.1649,                0.14271,                 0.0788,                 2.5479,                 6.2806,                 2.5451,             8.0806e-05,              0.0003177,              0.0003177,              0.0003177
                     14,                 2.6827,                 4.0655,                 2.4352,                 0.3515,                0.17646,                0.14831,                0.08323,                 2.5838,                 6.0707,                 2.5533,             4.4226e-05,             0.00030035,             0.00030035,             0.00030035
                     15,                 2.6944,                 4.0618,                 2.4176,                0.35188,                0.17552,                0.14285,                0.08111,                 2.5622,                 6.1947,                 2.5503,                      0,             0.00028299,             0.00028299,             0.00028299
                     16,                 2.7093,                 3.9007,                 2.3939,                0.35732,                0.16932,                0.14548,                 0.0838,                 2.6225,                 6.3987,                 2.5379,             8.8513e-05,             0.00026563,             0.00026563,             0.00026563
                     17,                 2.7812,                 3.8954,                 2.4176,                0.32801,                0.16175,                0.13017,                 0.0728,                 2.7123,                  6.955,                 2.5663,             0.00038979,             0.00024827,             0.00024827,             0.00024827
                     18,                 2.7529,                 3.8165,                  2.421,                0.33384,                0.16786,                0.13192,                0.07615,                 2.7581,                 6.9742,                 2.5417,                      0,             0.00023091,             0.00023091,             0.00023091
                     19,                 2.7415,                 3.7803,                 2.4071,                0.32173,                0.16884,                0.13149,                0.07144,                 2.8519,                 6.8999,                 2.5812,                      0,             0.00021356,             0.00021356,             0.00021356
                     20,                 2.7298,                 3.5878,                 2.3707,                0.38561,                0.16797,                0.14966,                0.08497,                 2.8065,                 6.8633,                 2.5588,             2.5982e-05,              0.0001962,              0.0001962,              0.0001962
                     21,                 2.6132,                 3.8561,                 2.4011,                0.34501,                0.20492,                0.16682,                0.09692,                 2.8172,                 5.8536,                 2.5218,             3.8779e-05,             0.00017884,             0.00017884,             0.00017884
                     22,                 2.7143,                  3.619,                 2.3955,                0.34225,                0.17901,                0.14473,                0.08417,                  2.772,                  7.022,                 2.5146,              2.112e-06,             0.00016148,             0.00016148,             0.00016148
                     23,                 2.7842,                 3.5146,                 2.4033,                0.37187,                0.16797,                0.14137,                0.07963,                 2.9013,                  6.869,                   2.51,               4.44e-05,             0.00014412,             0.00014412,             0.00014412
                     24,                 2.7519,                 3.3553,                 2.3792,                0.46183,                 0.1851,                0.16214,                0.09553,                 2.8752,                 6.7064,                 2.4993,             6.9769e-05,             0.00012677,             0.00012677,             0.00012677
                     25,                  2.741,                 3.2782,                 2.3531,                0.49038,                 0.1712,                 0.1529,                0.08715,                 2.9825,                  7.215,                 2.5358,             0.00011454,             0.00010941,             0.00010941,             0.00010941
                     26,                 2.7696,                 3.2093,                 2.3515,                0.46553,                0.18611,                0.16938,                0.10061,                 2.9559,                 6.8759,                 2.5101,                      0,              9.205e-05,              9.205e-05,              9.205e-05
                     27,                 2.7316,                  3.126,                  2.347,                0.45748,                0.16284,                 0.1396,                0.07962,                 3.0226,                 7.3885,                 2.5404,              2.165e-05,             7.4692e-05,             7.4692e-05,             7.4692e-05
                     28,                 2.8563,                 3.2413,                 2.3717,                0.49681,                0.17249,                0.15885,                0.09327,                 3.0291,                 7.3031,                 2.5224,             7.6077e-05,             5.7334e-05,             5.7334e-05,             5.7334e-05
                     29,                 2.8276,                 3.1067,                 2.3452,                0.48149,                0.17091,                0.15015,                0.08614,                 3.1418,                 7.6849,                 2.5562,             6.3303e-05,             3.9976e-05,             3.9976e-05,             3.9976e-05
                     30,                 2.8772,                 3.1269,                 2.3508,                0.47777,                0.17369,                0.14908,                0.08685,                    3.1,                 7.4997,                 2.5292,             0.00027957,             2.2618e-05,             2.2618e-05,             2.2618e-05
